LANP_label,ENG_label,AgeGroup,ST_label,n
Nilo-Saharan languages,Not well,Adult,Iowa/IA,389
Other Central and South American languages,Well,Adult,Florida/FL,389
Other languages of Asia,Very well,Adult,Massachusetts/MA,389
Other Native North American languages,Very well,Senior,Oklahoma/OK,389
Ukrainian,Not well,Senior,New Jersey/NJ,389
Vietnamese,Very well,Adult,Alaska/AK,389
Akan (incl. Twi),Well,Senior,New Jersey/NJ,388
Igbo,Very well,Adult,Indiana/IN,388
Jamaican Creole English,Very well,Senior,New Jersey/NJ,388
Japanese,Well,Youth,Georgia/GA,388
Min Nan Chinese,Well,Senior,Washington/WA,388
Pennsylvania German,Well,Senior,Indiana/IN,388
Shona,Very well,Adult,North Carolina/NC,388
Thai,Well,Adult,Utah/UT,388
Ukrainian,Very well,Youth,Colorado/CO,388
Chin languages,Not well,Adult,North Carolina/NC,387
Croatian,Very well,Senior,Florida/FL,387
Czech,Very well,Senior,Florida/FL,387
Danish,Very well,Adult,Oregon/OR,387
German,Well,Adult,Idaho/ID,387
Khmer,Very well,Adult,Maine/ME,387
Korean,Very well,Youth,Kentucky/KY,387
Russian,Not well,Adult,Kentucky/KY,387
Lithuanian,Very well,Adult,Texas/TX,386
Nepali,Very well,Youth,Arizona/AZ,386
Punjabi,Not at all,Adult,Texas/TX,386
Tamil,Not well,Adult,New Jersey/NJ,386
Turkish,Not well,Senior,New York/NY,386
Arabic,Not well,Senior,Pennsylvania/PA,385
Burmese,Not well,Adult,Kentucky/KY,385
Chinese,Well,Adult,Wyoming/WY,385
German,Very well,Youth,North Dakota/ND,385
Italian,Not well,Senior,Rhode Island/RI,385
Japanese,Not at all,Adult,Texas/TX,385
Lithuanian,Well,Adult,New Jersey/NJ,385
Muskogean languages,Very well,Senior,Mississippi/MS,385
Other and unspecified languages,Not at all,Adult,New York/NY,385
Swahili,Very well,Adult,Louisiana/LA,385
Tagalog,Very well,Youth,Louisiana/LA,385
Ukrainian,Not well,Senior,Florida/FL,385
Cantonese,Not at all,Senior,Pennsylvania/PA,384
Gujarati,Not well,Senior,Ohio/OH,384
Jamaican Creole English,Very well,Adult,Oregon/OR,384
Japanese,Not at all,Adult,Ohio/OH,384
Min Nan Chinese,Not well,Adult,Texas/TX,384
Norwegian,Very well,Adult,Wisconsin/WI,384
Other Afro-Asiatic languages,Well,Adult,Massachusetts/MA,384
Pashto,Well,Adult,New Jersey/NJ,384
Romanian,Very well,Youth,Indiana/IN,384
Sinhala,Very well,Youth,Texas/TX,384
Vietnamese,Not at all,Senior,Missouri/MO,384
Amharic,Well,Adult,South Dakota/SD,383
Bengali,Well,Senior,Michigan/MI,383
Burmese,Well,Senior,New York/NY,383
Filipino,Well,Senior,Alaska/AK,383
Other Bantu languages,Well,Youth,Missouri/MO,383
Other Indo-Iranian languages,Well,Adult,Texas/TX,383
Somali,Not at all,Senior,Ohio/OH,383
Tagalog,Not well,Senior,Arizona/AZ,383
Thai,Well,Youth,Texas/TX,383
Tongan,Well,Senior,California/CA,383
Vietnamese,Very well,Adult,Idaho/ID,383
Albanian,Very well,Youth,Kentucky/KY,382
Burmese,Well,Adult,Arizona/AZ,382
Chinese,Well,Youth,Nevada/NV,382
Danish,Very well,Adult,Connecticut/CT,382
Karen languages,Not well,Adult,Indiana/IN,382
Malayalam,Not at all,Senior,New York/NY,382
Nilo-Saharan languages,Well,Adult,Arizona/AZ,382
Tamil,Very well,Youth,Colorado/CO,382
Vietnamese,Not well,Youth,Virginia/VA,382
Yoruba,Very well,Adult,Kentucky/KY,382
Arabic,Not well,Adult,Nevada/NV,381
Farsi,Very well,Youth,Kentucky/KY,381
German,Well,Adult,South Dakota/SD,381
Haitian,Well,Adult,Minnesota/MN,381
Hindi,Not well,Senior,Pennsylvania/PA,381
Italian,Well,Senior,Wisconsin/WI,381
Other Central and South American languages,Very well,Adult,Washington/WA,381
Other languages of Africa,Very well,Youth,New Jersey/NJ,381
Samoan,Very well,Adult,Virginia/VA,381
Tagalog,Well,Adult,Iowa/IA,381
Urdu,Very well,Youth,Nevada/NV,381
Arabic,Well,Adult,North Dakota/ND,380
Bosnian,Very well,Adult,Wisconsin/WI,380
Burmese,Well,Adult,Kentucky/KY,380
Croatian,Well,Senior,Ohio/OH,380
Dutch,Very well,Youth,Virginia/VA,380
Farsi,Very well,Senior,North Carolina/NC,380
Filipino,Not at all,Senior,California/CA,380
Finnish,Very well,Adult,Minnesota/MN,380
Igbo,Well,Senior,Texas/TX,380
Khmer,Not well,Adult,Georgia/GA,380
Lithuanian,Very well,Senior,Michigan/MI,380
Nilo-Saharan languages,Very well,Adult,North Carolina/NC,380
Tagalog,Not well,Senior,Maryland/MD,380
Turkish,Well,Senior,New York/NY,380
Ukrainian,Very well,Youth,Connecticut/CT,380
Vietnamese,Not at all,Adult,Maryland/MD,380
Bosnian,Well,Adult,Utah/UT,379
Chaldean Neo-Aramaic,Well,Youth,California/CA,379
French,Not at all,Adult,New Jersey/NJ,379
Other English-based Creole languages,Very well,Adult,Massachusetts/MA,379
Romanian,Very well,Senior,Michigan/MI,379
Russian,Not at all,Youth,California/CA,379
Russian,Well,Senior,Georgia/GA,379
Swahili,Well,Adult,Colorado/CO,379
Thai,Very well,Senior,Washington/WA,379
Tibetan,Not well,Adult,Minnesota/MN,379
Amharic,Very well,Adult,Iowa/IA,378
Bosnian,Not well,Senior,Florida/FL,378
Cantonese,Well,Senior,Texas/TX,378
Hungarian,Very well,Youth,New York/NY,378
Mandarin,Not well,Youth,New York/NY,378
Other and unspecified languages,Very well,Adult,Illinois/IL,378
Portuguese,Very well,Adult,Mississippi/MS,378
Serbian,Very well,Senior,Pennsylvania/PA,378
Slovak,Well,Adult,Florida/FL,378
Akan (incl. Twi),Well,Senior,New York/NY,377
Bosnian,Very well,Adult,New Hampshire/NH,377
Chinese,Very well,Adult,Maine/ME,377
Chuukese,Well,Adult,Oregon/OR,377
Dari,Not at all,Adult,Virginia/VA,377
German,Very well,Youth,Utah/UT,377
Hindi,Not well,Senior,Florida/FL,377
Hindi,Not well,Senior,Virginia/VA,377
Hmong,Very well,Youth,Oregon/OR,377
Korean,Very well,Senior,Kansas/KS,377
Korean,Well,Adult,Nebraska/NE,377
Min Nan Chinese,Very well,Adult,Maryland/MD,377
Other Central and South American languages,Very well,Adult,Georgia/GA,377
Romanian,Very well,Adult,New Hampshire/NH,377
Spanish,Not at all,Senior,New Hampshire/NH,377
Thai,Well,Adult,Nebraska/NE,377
Vietnamese,Well,Senior,Tennessee/TN,377
Chinese,Well,Youth,Missouri/MO,376
Danish,Very well,Senior,New York/NY,376
Greek,Well,Senior,Virginia/VA,376
Hebrew,Very well,Senior,Ohio/OH,376
Hebrew,Well,Adult,Arizona/AZ,376
Korean,Not at all,Adult,Virginia/VA,376
Other Mande languages,Very well,Adult,South Carolina/SC,376
Other Native North American languages,Very well,Adult,North Carolina/NC,376
Pashto,Not at all,Adult,New York/NY,376
Serbocroatian,Well,Adult,Florida/FL,376
Somali,Not well,Youth,Oregon/OR,376
Tamil,Very well,Senior,Pennsylvania/PA,376
Urdu,Well,Adult,Tennessee/TN,376
Vietnamese,Well,Youth,New York/NY,376
Albanian,Well,Adult,Missouri/MO,375
Bengali,Not well,Senior,California/CA,375
Cantonese,Very well,Adult,District of Columbia/DC,375
Filipino,Very well,Senior,South Carolina/SC,375
Haitian,Very well,Adult,Colorado/CO,375
Haitian,Well,Adult,Louisiana/LA,375
Hebrew,Not well,Senior,California/CA,375
Indonesian,Very well,Adult,Oklahoma/OK,375
Kurdish,Not well,Adult,Tennessee/TN,375
Lao,Not well,Adult,Michigan/MI,375
Lao,Not well,Senior,Florida/FL,375
Marathi,Well,Adult,Indiana/IN,375
Marshallese,Not well,Adult,Oregon/OR,375
Norwegian,Very well,Adult,Massachusetts/MA,375
Other languages of Asia,Very well,Youth,Texas/TX,375
Other Niger-Congo languages,Very well,Senior,Texas/TX,375
Tongan,Very well,Youth,Utah/UT,375
Bengali,Well,Adult,Indiana/IN,374
Bulgarian,Very well,Youth,New Jersey/NJ,374
Chin languages,Very well,Youth,Maryland/MD,374
French,Very well,Senior,West Virginia/WV,374
German,Well,Senior,Oklahoma/OK,374
Greek,Very well,Senior,Oregon/OR,374
Haitian,Not at all,Senior,Connecticut/CT,374
Hebrew,Very well,Youth,Nevada/NV,374
Japanese,Well,Adult,Wisconsin/WI,374
Korean,Not well,Adult,Indiana/IN,374
Lao,Very well,Adult,Hawaii/HI,374
Mandarin,Well,Senior,Illinois/IL,374
Oromo,Very well,Adult,Maryland/MD,374
Russian,Very well,Senior,Wisconsin/WI,374
Shona,Very well,Adult,California/CA,374
Tagalog,Very well,Senior,Minnesota/MN,374
Burmese,Well,Adult,Virginia/VA,373
Chin languages,Very well,Youth,Tennessee/TN,373
Chinese,Not well,Adult,Arkansas/AR,373
Korean,Very well,Youth,Utah/UT,373
Min Nan Chinese,Very well,Adult,Arizona/AZ,373
Other Afro-Asiatic languages,Very well,Senior,California/CA,373
Other Bantu languages,Very well,Adult,Connecticut/CT,373
Other Central and South American languages,Not well,Adult,Georgia/GA,373
Other languages of Africa,Well,Adult,Arizona/AZ,373
Other Native North American languages,Very well,Youth,New York/NY,373
Portuguese,Very well,Senior,Colorado/CO,373
Tagalog,Not well,Senior,Pennsylvania/PA,373
Urdu,Not well,Youth,New York/NY,373
Afrikaans,Very well,Adult,Kentucky/KY,372
Cantonese,Very well,Youth,Florida/FL,372
India N.E.C.,Very well,Youth,Georgia/GA,372
India N.E.C.,Very well,Youth,Texas/TX,372
Indonesian,Very well,Adult,Tennessee/TN,372
Karen languages,Not well,Youth,Ohio/OH,372
Other English-based Creole languages,Very well,Adult,Connecticut/CT,372
Other Indo-European languages,Very well,Adult,Illinois/IL,372
Pakistan N.E.C.,Very well,Adult,Georgia/GA,372
Somali,Well,Adult,North Dakota/ND,372
Telugu,Very well,Senior,Maryland/MD,372
Turkish,Very well,Youth,North Carolina/NC,372
Urdu,Not well,Senior,Pennsylvania/PA,372
Dakota languages,Very well,Adult,Minnesota/MN,371
Dutch,Very well,Adult,Oklahoma/OK,371
Indonesian,Very well,Adult,Minnesota/MN,371
Japanese,Very well,Senior,Pennsylvania/PA,371
Macedonian,Very well,Senior,Ohio/OH,371
Mandarin,Very well,Youth,Nevada/NV,371
Marshallese,Well,Adult,Iowa/IA,371
Punjabi,Well,Adult,Florida/FL,371
Punjabi,Well,Youth,New York/NY,371
Swedish,Very well,Senior,Minnesota/MN,371
Akan (incl. Twi),Very well,Youth,Connecticut/CT,370
Amharic,Well,Youth,Maryland/MD,370
Cantonese,Well,Senior,Nevada/NV,370
Chinese,Very well,Senior,Minnesota/MN,370
Chinese,Well,Senior,Alabama/AL,370
Chuukese,Very well,Youth,Oregon/OR,370
German,Well,Senior,Kentucky/KY,370
Japanese,Well,Senior,South Carolina/SC,370
Kabuverdianu,Very well,Senior,Rhode Island/RI,370
Khmer,Not at all,Adult,Texas/TX,370
Min Nan Chinese,Well,Adult,Arizona/AZ,370
Other Bantu languages,Not well,Adult,Iowa/IA,370
Romanian,Not well,Adult,Michigan/MI,370
Spanish,Not at all,Adult,Hawaii/HI,370
Tagalog,Well,Adult,North Dakota/ND,370
Afrikaans,Very well,Adult,Michigan/MI,369
Bengali,Well,Adult,Colorado/CO,369
Chinese,Very well,Youth,Idaho/ID,369
Filipino,Well,Adult,Colorado/CO,369
Haitian,Very well,Senior,Rhode Island/RI,369
Khmer,Well,Senior,Washington/WA,369
Polish,Very well,Youth,Colorado/CO,369
Portuguese,Well,Adult,Kentucky/KY,369
Wolof,Well,Adult,New Jersey/NJ,369
Yoruba,Well,Youth,Maryland/MD,369
Arabic,Well,Youth,Georgia/GA,368
Bosnian,Not well,Adult,Connecticut/CT,368
Burmese,Not well,Adult,Missouri/MO,368
Chinese,Well,Adult,Idaho/ID,368
Croatian,Very well,Adult,Utah/UT,368
Croatian,Well,Senior,Illinois/IL,368
Greek,Very well,Adult,Oregon/OR,368
Gujarati,Well,Senior,Massachusetts/MA,368
Hungarian,Very well,Adult,New Hampshire/NH,368
Kannada,Very well,Adult,Missouri/MO,368
Kannada,Very well,Youth,Washington/WA,368
Kurdish,Not well,Adult,Texas/TX,368
Lao,Not well,Adult,Florida/FL,368
Lao,Not well,Senior,Georgia/GA,368
Other English-based Creole languages,Well,Adult,Ohio/OH,368
Pakistan N.E.C.,Very well,Adult,Illinois/IL,368
Punjabi,Not well,Adult,Ohio/OH,368
Spanish,Well,Youth,Maine/ME,368
Turkish,Very well,Adult,Tennessee/TN,368
Albanian,Very well,Adult,North Carolina/NC,367
Amharic,Well,Adult,Nebraska/NE,367
Burmese,Not at all,Senior,California/CA,367
Burmese,Well,Adult,Oregon/OR,367
Cantonese,Not at all,Senior,New Jersey/NJ,367
Farsi,Very well,Senior,Massachusetts/MA,367
French,Not at all,Adult,Florida/FL,367
French,Well,Senior,Vermont/VT,367
Khmer,Not well,Adult,Connecticut/CT,367
Lao,Not well,Senior,Pennsylvania/PA,367
Mandarin,Well,Adult,New Hampshire/NH,367
Polish,Very well,Adult,Nebraska/NE,367
Serbian,Well,Senior,California/CA,367
Akan (incl. Twi),Not well,Youth,Texas/TX,366
Chin languages,Not well,Adult,Maryland/MD,366
Chinese,Not at all,Senior,Utah/UT,366
Dari,Very well,Youth,Georgia/GA,366
Farsi,Well,Senior,Washington/WA,366
French,Well,Adult,Arkansas/AR,366
Fulah,Very well,Youth,Georgia/GA,366
German,Well,Senior,Connecticut/CT,366
Gujarati,Not at all,Senior,Massachusetts/MA,366
Polish,Very well,Youth,South Carolina/SC,366
Slovak,Very well,Senior,New Jersey/NJ,366
Swedish,Very well,Adult,New Hampshire/NH,366
Telugu,Well,Adult,Delaware/DE,366
Yoruba,Very well,Adult,New Mexico/NM,366
Bulgarian,Very well,Adult,Oregon/OR,365
Chinese,Not well,Adult,Iowa/IA,365
French,Not at all,Adult,North Carolina/NC,365
French,Not well,Senior,Maryland/MD,365
French,Well,Adult,Hawaii/HI,365
German,Well,Senior,South Carolina/SC,365
Indonesian,Well,Adult,Michigan/MI,365
Italian,Very well,Adult,Idaho/ID,365
Iu Mien,Not at all,Adult,California/CA,365
Marathi,Very well,Senior,Florida/FL,365
Other English-based Creole languages,Very well,Senior,New Jersey/NJ,365
Other Indo-Iranian languages,Very well,Adult,Oregon/OR,365
Pennsylvania German,Not at all,Youth,Ohio/OH,365
Punjabi,Very well,Senior,Arizona/AZ,365
Romanian,Well,Youth,California/CA,365
Russian,Very well,Youth,Iowa/IA,365
Amharic,Very well,Adult,Louisiana/LA,364
Bengali,Very well,Youth,Arizona/AZ,364
Bulgarian,Well,Senior,California/CA,364
Farsi,Very well,Adult,Wisconsin/WI,364
German,Not well,Adult,Wisconsin/WI,364
Nilo-Saharan languages,Very well,Youth,Arizona/AZ,364
Other Afro-Asiatic languages,Not well,Adult,Kansas/KS,364
Other and unspecified languages,Very well,Adult,Michigan/MI,364
Polish,Well,Adult,Georgia/GA,364
Punjabi,Not at all,Senior,Maryland/MD,364
Thai,Very well,Adult,New Mexico/NM,364
Cebuano,Not well,Adult,Hawaii/HI,363
Danish,Very well,Adult,Georgia/GA,363
Farsi,Very well,Youth,Tennessee/TN,363
French,Not well,Adult,Oklahoma/OK,363
German,Not well,Adult,Virginia/VA,363
Hmong,Well,Adult,South Carolina/SC,363
Khmer,Very well,Adult,Louisiana/LA,363
Other Niger-Congo languages,Well,Adult,Illinois/IL,363
Pashto,Very well,Youth,Connecticut/CT,363
Punjabi,Very well,Senior,Florida/FL,363
Ukrainian,Very well,Adult,Wisconsin/WI,363
Amharic,Very well,Adult,South Carolina/SC,362
Arabic,Well,Youth,Kentucky/KY,362
Cantonese,Not at all,Adult,Texas/TX,362
Chin languages,Well,Youth,Kentucky/KY,362
Croatian,Very well,Youth,California/CA,362
French,Not well,Adult,Wisconsin/WI,362
French,Not well,Senior,Virginia/VA,362
Hebrew,Very well,Adult,Hawaii/HI,362
Igbo,Well,Adult,Georgia/GA,362
India N.E.C.,Very well,Youth,Michigan/MI,362
Italian,Not well,Adult,Pennsylvania/PA,362
Lao,Not well,Senior,Kansas/KS,362
Marathi,Very well,Youth,Washington/WA,362
Marathi,Well,Adult,Arizona/AZ,362
Serbocroatian,Well,Adult,New York/NY,362
Swahili,Very well,Senior,California/CA,362
Thai,Not well,Adult,Michigan/MI,362
Tongan,Very well,Youth,Hawaii/HI,362
Ukrainian,Not well,Adult,Georgia/GA,362
Urdu,Very well,Senior,Arizona/AZ,362
Akan (incl. Twi),Well,Adult,North Carolina/NC,361
Amharic,Well,Senior,Virginia/VA,361
Assyrian Neo-Aramaic,Very well,Adult,Texas/TX,361
Bulgarian,Very well,Youth,New York/NY,361
Filipino,Well,Adult,Iowa/IA,361
Greek,Very well,Adult,Missouri/MO,361
Gujarati,Very well,Adult,District of Columbia/DC,361
Lao,Well,Adult,South Carolina/SC,361
Other languages of Asia,Very well,Youth,North Carolina/NC,361
Other languages of Asia,Very well,Youth,Pennsylvania/PA,361
Romanian,Not well,Adult,Texas/TX,361
Romanian,Well,Adult,New Jersey/NJ,361
Russian,Not well,Senior,North Carolina/NC,361
Sinhala,Very well,Youth,New York/NY,361
Tagalog,Well,Adult,Delaware/DE,361
Arabic,Not well,Adult,Oklahoma/OK,360
Arabic,Very well,Youth,Arkansas/AR,360
Arabic,Well,Adult,Arkansas/AR,360
Cherokee,Very well,Youth,Oklahoma/OK,360
Chinese,Very well,Youth,Rhode Island/RI,360
Filipino,Not well,Adult,Nevada/NV,360
French,Not well,Adult,District of Columbia/DC,360
Greek,Not well,Adult,New Jersey/NJ,360
Hindi,Not well,Adult,Michigan/MI,360
Italian,Well,Adult,South Carolina/SC,360
Khmer,Very well,Adult,Kansas/KS,360
Kurdish,Well,Adult,Nebraska/NE,360
Manding languages,Very well,Adult,North Carolina/NC,360
Nepali,Very well,Youth,Utah/UT,360
Tamil,Very well,Youth,Tennessee/TN,360
Akan (incl. Twi),Very well,Adult,Kansas/KS,359
Armenian,Very well,Senior,Michigan/MI,359
Bosnian,Very well,Youth,California/CA,359
Bulgarian,Very well,Youth,Arizona/AZ,359
Cantonese,Well,Adult,Missouri/MO,359
Chamorro,Well,Senior,California/CA,359
Chinese,Not well,Youth,Kansas/KS,359
Filipino,Well,Adult,Tennessee/TN,359
Hmong,Very well,Adult,Pennsylvania/PA,359
Igbo,Very well,Adult,South Carolina/SC,359
Jamaican Creole English,Very well,Youth,Georgia/GA,359
Kannada,Very well,Adult,Wisconsin/WI,359
Other languages of Africa,Well,Adult,Nebraska/NE,359
Pashto,Not at all,Adult,Texas/TX,359
Russian,Well,Adult,Idaho/ID,359
Russian,Well,Adult,Iowa/IA,359
Sinhala,Very well,Adult,Oregon/OR,359
Swiss German,Very well,Youth,New York/NY,359
Urdu,Well,Youth,Pennsylvania/PA,359
Bulgarian,Not well,Senior,Illinois/IL,358
Burmese,Very well,Adult,Oklahoma/OK,358
Cajun French,Well,Adult,Louisiana/LA,358
Dutch,Not well,Youth,Pennsylvania/PA,358
Filipino,Very well,Adult,Rhode Island/RI,358
Greek,Very well,Senior,Tennessee/TN,358
Hindi,Very well,Youth,Kansas/KS,358
Ilocano,Very well,Senior,Nevada/NV,358
Japanese,Very well,Youth,Tennessee/TN,358
Karen languages,Not at all,Adult,Georgia/GA,358
Kurdish,Well,Adult,Missouri/MO,358
Mandarin,Very well,Senior,Nevada/NV,358
Other Eastern Malayo-Polynesian languages,Well,Adult,South Carolina/SC,358
Other Native North American languages,Very well,Adult,Utah/UT,358
Polish,Very well,Adult,Kentucky/KY,358
Albanian,Very well,Adult,Georgia/GA,357
Bengali,Very well,Senior,Georgia/GA,357
Chinese,Not well,Adult,New Mexico/NM,357
Chinese,Not well,Youth,Indiana/IN,357
Hebrew,Well,Youth,New Jersey/NJ,357
Hindi,Very well,Senior,Missouri/MO,357
Hmong,Not well,Adult,Colorado/CO,357
Japanese,Not well,Adult,Arizona/AZ,357
Khmer,Not well,Adult,Illinois/IL,357
Malayalam,Well,Adult,Minnesota/MN,357
Nepali,Not at all,Adult,Colorado/CO,357
Other Bantu languages,Well,Adult,Georgia/GA,357
Other Niger-Congo languages,Very well,Youth,Virginia/VA,357
Punjabi,Very well,Youth,Pennsylvania/PA,357
Russian,Well,Adult,Rhode Island/RI,357
Ukrainian,Very well,Adult,Rhode Island/RI,357
Urdu,Well,Adult,Arizona/AZ,357
Arabic,Not well,Adult,Mississippi/MS,356
Bosnian,Not well,Senior,New York/NY,356
Burmese,Not at all,Adult,Maryland/MD,356
Burmese,Very well,Adult,Iowa/IA,356
German,Not well,Adult,Georgia/GA,356
Hmong,Well,Adult,Kansas/KS,356
Italian,Well,Senior,Missouri/MO,356
Japanese,Well,Adult,Alabama/AL,356
Malay,Very well,Adult,Pennsylvania/PA,356
Malayalam,Very well,Adult,Iowa/IA,356
Nepali,Not well,Adult,Vermont/VT,356
Other Afro-Asiatic languages,Very well,Youth,Ohio/OH,356
Pashto,Well,Youth,Virginia/VA,356
Swedish,Very well,Senior,Connecticut/CT,356
Thai,Not well,Senior,New York/NY,356
Vietnamese,Not well,Senior,Utah/UT,356
Afrikaans,Very well,Adult,Massachusetts/MA,355
Filipino,Well,Adult,Minnesota/MN,355
German,Not well,Youth,Missouri/MO,355
Hmong,Well,Senior,Minnesota/MN,355
Italian,Very well,Adult,Arkansas/AR,355
Italian,Well,Adult,Tennessee/TN,355
Min Nan Chinese,Not at all,Adult,New York/NY,355
Punjabi,Very well,Senior,Texas/TX,355
Shona,Well,Adult,Texas/TX,355
Spanish,Well,Youth,Alaska/AK,355
Swahili,Well,Youth,North Carolina/NC,355
Turkish,Very well,Adult,South Carolina/SC,355
Bengali,Well,Adult,Washington/WA,354
Danish,Very well,Adult,Utah/UT,354
German,Not well,Adult,Missouri/MO,354
Greek,Not well,Senior,Ohio/OH,354
Greek,Very well,Adult,District of Columbia/DC,354
Romanian,Very well,Youth,Connecticut/CT,354
Serbian,Well,Adult,Arizona/AZ,354
Uto-Aztecan languages,Very well,Adult,Colorado/CO,354
Vietnamese,Well,Youth,Indiana/IN,354
Wolof,Very well,Adult,Connecticut/CT,354
Arabic,Very well,Senior,Oregon/OR,353
Czech,Very well,Senior,Minnesota/MN,353
Dari,Well,Youth,Virginia/VA,353
Farsi,Not well,Senior,Florida/FL,353
French,Not well,Youth,Ohio/OH,353
Hungarian,Well,Adult,Massachusetts/MA,353
Iu Mien,Very well,Adult,Washington/WA,353
Khmer,Not well,Adult,Virginia/VA,353
Lithuanian,Very well,Adult,New Jersey/NJ,353
Mandarin,Well,Senior,Alabama/AL,353
Other Bantu languages,Not at all,Adult,Tennessee/TN,353
Other Eastern Malayo-Polynesian languages,Well,Adult,Washington/WA,353
Other Philippine languages,Very well,Senior,New Jersey/NJ,353
Tagalog,Well,Youth,Hawaii/HI,353
Tibetan,Very well,Adult,Massachusetts/MA,353
Urdu,Very well,Youth,Minnesota/MN,353
Yoruba,Well,Adult,Massachusetts/MA,353
Amharic,Not at all,Senior,Virginia/VA,352
Bengali,Well,Adult,Nevada/NV,352
Dutch,Very well,Youth,Arizona/AZ,352
Ganda,Very well,Adult,Maryland/MD,352
Hebrew,Very well,Senior,Nevada/NV,352
Khmer,Not well,Senior,Virginia/VA,352
Other Native North American languages,Very well,Adult,North Dakota/ND,352
Russian,Well,Adult,Alabama/AL,352
Spanish,Not at all,Youth,Idaho/ID,352
Spanish,Not well,Youth,New Hampshire/NH,352
Tagalog,Well,Senior,Connecticut/CT,352
Afrikaans,Very well,Adult,Kansas/KS,351
Albanian,Not at all,Adult,Massachusetts/MA,351
Bengali,Very well,Adult,Wisconsin/WI,351
Croatian,Very well,Senior,Arizona/AZ,351
