LANP_label,ENG_label,AgeGroup,ST_label,n
Konkani,Very well,Youth,New Jersey/NJ,62
Lao,Not at all,Senior,Tennessee/TN,62
Latvian,Not well,Adult,New York/NY,62
Latvian,Well,Senior,Minnesota/MN,62
Malayalam,Not well,Adult,Indiana/IN,62
Malayalam,Well,Youth,Georgia/GA,62
Manding languages,Very well,Adult,Virginia/VA,62
Marshallese,Not well,Adult,Ohio/OH,62
Min Nan Chinese,Very well,Senior,Colorado/CO,62
Min Nan Chinese,Very well,Youth,Kentucky/KY,62
Mongolian,Not well,Adult,New York/NY,62
Norwegian,Very well,Senior,Idaho/ID,62
Norwegian,Very well,Youth,Wisconsin/WI,62
Other and unspecified languages,Not at all,Senior,Montana/MT,62
Other and unspecified languages,Well,Senior,Pennsylvania/PA,62
Other and unspecified languages,Well,Youth,Alabama/AL,62
Other Bantu languages,Not at all,Adult,Georgia/GA,62
Other Bantu languages,Very well,Senior,Oregon/OR,62
Other Eastern Malayo-Polynesian languages,Not well,Adult,Iowa/IA,62
Other Eastern Malayo-Polynesian languages,Very well,Youth,North Carolina/NC,62
Other English-based Creole languages,Not well,Adult,Oregon/OR,62
Other Indo-European languages,Very well,Youth,Indiana/IN,62
Other Indo-Iranian languages,Not well,Adult,Florida/FL,62
Other Indo-Iranian languages,Very well,Youth,Indiana/IN,62
Other languages of Asia,Not well,Adult,Nebraska/NE,62
Other Mande languages,Not well,Adult,Minnesota/MN,62
Other Native North American languages,Very well,Adult,Illinois/IL,62
Other Niger-Congo languages,Not well,Senior,Virginia/VA,62
Other Niger-Congo languages,Well,Senior,Georgia/GA,62
Other Philippine languages,Well,Senior,New York/NY,62
Pakistan N.E.C.,Not well,Adult,Ohio/OH,62
Pashto,Not at all,Youth,Texas/TX,62
Pennsylvania German,Very well,Senior,South Carolina/SC,62
Pennsylvania German,Well,Senior,Maryland/MD,62
Polish,Not at all,Senior,Michigan/MI,62
Polish,Well,Senior,Iowa/IA,62
Polish,Well,Youth,Connecticut/CT,62
Portuguese,Not well,Senior,Washington/WA,62
Russian,Not well,Adult,New Hampshire/NH,62
Russian,Not well,Adult,Vermont/VT,62
Sinhala,Very well,Youth,Illinois/IL,62
Somali,Not at all,Youth,Maine/ME,62
Somali,Very well,Senior,Maine/ME,62
Swedish,Very well,Senior,Missouri/MO,62
Tamil,Not at all,Senior,Pennsylvania/PA,62
Tamil,Not well,Senior,West Virginia/WV,62
Tamil,Well,Adult,District of Columbia/DC,62
Telugu,Very well,Youth,West Virginia/WV,62
Thai,Not at all,Adult,Ohio/OH,62
Thai,Not at all,Senior,Iowa/IA,62
Tibetan,Well,Youth,Vermont/VT,62
Tigrinya,Not well,Adult,Idaho/ID,62
Tigrinya,Very well,Adult,Iowa/IA,62
Tongan,Well,Adult,Texas/TX,62
Turkish,Well,Adult,Nevada/NV,62
Ukrainian,Well,Senior,Wisconsin/WI,62
Vietnamese,Not well,Youth,Louisiana/LA,62
Yoruba,Well,Youth,California/CA,62
Albanian,Not well,Youth,Colorado/CO,61
Bengali,Not at all,Adult,Connecticut/CT,61
Bengali,Very well,Youth,New Mexico/NM,61
Bengali,Well,Adult,Hawaii/HI,61
Bengali,Well,Adult,Kentucky/KY,61
Bosnian,Very well,Senior,Pennsylvania/PA,61
Burmese,Not well,Senior,Massachusetts/MA,61
Burmese,Very well,Senior,Washington/WA,61
Cantonese,Not well,Adult,Nebraska/NE,61
Chamorro,Very well,Senior,Virginia/VA,61
Chin languages,Not at all,Senior,Texas/TX,61
Chinese,Not well,Youth,Alabama/AL,61
Chuukese,Not well,Senior,Hawaii/HI,61
Czech,Very well,Youth,Nebraska/NE,61
Czech,Very well,Youth,Nevada/NV,61
Danish,Very well,Senior,Ohio/OH,61
Dutch,Not well,Adult,Ohio/OH,61
Farsi,Not at all,Senior,Minnesota/MN,61
Filipino,Not well,Senior,District of Columbia/DC,61
Filipino,Very well,Youth,Kansas/KS,61
Filipino,Well,Youth,Kentucky/KY,61
Finnish,Very well,Adult,Hawaii/HI,61
French,Not at all,Adult,California/CA,61
Gbe languages,Very well,Adult,Arizona/AZ,61
Greek,Not well,Senior,Arizona/AZ,61
Greek,Well,Senior,Colorado/CO,61
Greek,Well,Senior,Utah/UT,61
Haitian,Well,Adult,Nebraska/NE,61
Hebrew,Well,Senior,Massachusetts/MA,61
Hungarian,Well,Youth,Texas/TX,61
Igbo,Not well,Youth,California/CA,61
Indonesian,Not well,Senior,Oregon/OR,61
Italian,Not at all,Adult,Illinois/IL,61
Italian,Not well,Adult,Alabama/AL,61
Italian,Not well,Adult,Minnesota/MN,61
Italian,Well,Adult,District of Columbia/DC,61
Iu Mien,Not well,Youth,California/CA,61
Japanese,Not well,Youth,Oregon/OR,61
Khmer,Not at all,Senior,Missouri/MO,61
Lithuanian,Well,Adult,Michigan/MI,61
Macedonian,Very well,Adult,Washington/WA,61
Mandarin,Very well,Youth,Rhode Island/RI,61
Marathi,Very well,Senior,Michigan/MI,61
Marshallese,Well,Adult,Texas/TX,61
Min Nan Chinese,Very well,Adult,Idaho/ID,61
Min Nan Chinese,Well,Senior,Minnesota/MN,61
Mongolian,Not at all,Senior,New York/NY,61
Mongolian,Very well,Adult,Texas/TX,61
Navajo,Very well,Adult,Florida/FL,61
Navajo,Very well,Adult,Massachusetts/MA,61
Navajo,Well,Senior,Oregon/OR,61
Other and unspecified languages,Very well,Adult,Montana/MT,61
Other Bantu languages,Not well,Senior,Georgia/GA,61
Other Bantu languages,Very well,Youth,South Dakota/SD,61
Other Bantu languages,Well,Youth,South Dakota/SD,61
Other English-based Creole languages,Not well,Youth,Illinois/IL,61
Other English-based Creole languages,Very well,Adult,District of Columbia/DC,61
Other English-based Creole languages,Very well,Youth,New Mexico/NM,61
Other English-based Creole languages,Well,Adult,North Carolina/NC,61
Other Indo-Iranian languages,Well,Senior,Wisconsin/WI,61
Other Mande languages,Not well,Senior,Minnesota/MN,61
Other Native North American languages,Not well,Youth,Idaho/ID,61
Other Native North American languages,Very well,Adult,Tennessee/TN,61
Other Native North American languages,Very well,Youth,North Dakota/ND,61
Other Niger-Congo languages,Well,Senior,Illinois/IL,61
Pakistan N.E.C.,Well,Adult,Connecticut/CT,61
Pashto,Well,Adult,Delaware/DE,61
Pennsylvania German,Well,Youth,West Virginia/WV,61
Polish,Well,Adult,Hawaii/HI,61
Portuguese,Not well,Youth,Louisiana/LA,61
Portuguese,Not well,Youth,Maine/ME,61
Punjabi,Not well,Senior,Connecticut/CT,61
Punjabi,Well,Adult,Iowa/IA,61
Punjabi,Well,Senior,Missouri/MO,61
Romanian,Not well,Youth,Michigan/MI,61
Russian,Not at all,Adult,Maryland/MD,61
Russian,Well,Senior,Delaware/DE,61
Samoan,Very well,Adult,Tennessee/TN,61
Serbian,Not at all,Adult,Florida/FL,61
Serbian,Not at all,Senior,California/CA,61
Serbocroatian,Well,Senior,Massachusetts/MA,61
Sinhala,Very well,Youth,Nevada/NV,61
Spanish,Not at all,Senior,Hawaii/HI,61
Swahili,Not at all,Senior,Pennsylvania/PA,61
Swahili,Not well,Youth,Tennessee/TN,61
Swedish,Well,Adult,North Carolina/NC,61
Swiss German,Very well,Adult,Hawaii/HI,61
Swiss German,Very well,Youth,Texas/TX,61
Tagalog,Not well,Senior,Kansas/KS,61
Tamil,Not well,Senior,Ohio/OH,61
Tamil,Very well,Adult,Montana/MT,61
Tamil,Very well,Senior,Colorado/CO,61
Tamil,Well,Youth,Oregon/OR,61
Thai,Not at all,Senior,Maryland/MD,61
Thai,Very well,Adult,South Dakota/SD,61
Thai,Very well,Youth,Oklahoma/OK,61
Tibetan,Not well,Adult,Wisconsin/WI,61
Tigrinya,Very well,Adult,Alabama/AL,61
Tigrinya,Well,Senior,Colorado/CO,61
Turkish,Well,Adult,West Virginia/WV,61
Ukrainian,Not well,Senior,Alabama/AL,61
Ukrainian,Well,Youth,Maryland/MD,61
Ukrainian,Well,Youth,Minnesota/MN,61
Urdu,Not well,Senior,Ohio/OH,61
Vietnamese,Not at all,Senior,Nevada/NV,61
Wolof,Very well,Adult,Arkansas/AR,61
Yiddish,Very well,Senior,Georgia/GA,61
Akan (incl. Twi),Well,Adult,Mississippi/MS,60
Albanian,Not well,Adult,Colorado/CO,60
Albanian,Not well,Senior,Utah/UT,60
Albanian,Very well,Youth,South Dakota/SD,60
Albanian,Well,Youth,Connecticut/CT,60
Arabic,Well,Senior,Oregon/OR,60
Armenian,Not at all,Senior,Maryland/MD,60
Armenian,Very well,Senior,Nevada/NV,60
Bosnian,Very well,Adult,Alabama/AL,60
Bosnian,Well,Senior,Iowa/IA,60
Bulgarian,Very well,Adult,Rhode Island/RI,60
Burmese,Not well,Adult,Nevada/NV,60
Cajun French,Very well,Adult,Mississippi/MS,60
Chamorro,Very well,Adult,Oklahoma/OK,60
Chinese,Not at all,Adult,Idaho/ID,60
Chinese,Not at all,Youth,Florida/FL,60
Chinese,Very well,Senior,District of Columbia/DC,60
Chinese,Well,Senior,Louisiana/LA,60
Czech,Not well,Adult,California/CA,60
Czech,Not well,Senior,Texas/TX,60
Czech,Very well,Adult,District of Columbia/DC,60
Czech,Well,Adult,Connecticut/CT,60
Danish,Very well,Senior,Indiana/IN,60
Danish,Very well,Youth,Virginia/VA,60
Dari,Not at all,Senior,Florida/FL,60
Dutch,Well,Adult,Oregon/OR,60
Edoid languages,Very well,Adult,Arizona/AZ,60
Farsi,Not well,Adult,New Jersey/NJ,60
Farsi,Well,Senior,District of Columbia/DC,60
Filipino,Not at all,Adult,Arizona/AZ,60
Gbe languages,Not at all,Adult,Illinois/IL,60
Gbe languages,Very well,Youth,Iowa/IA,60
German,Not well,Youth,South Carolina/SC,60
Greek,Very well,Youth,Missouri/MO,60
Greek,Well,Senior,District of Columbia/DC,60
Greek,Well,Senior,Georgia/GA,60
Greek,Well,Youth,Oregon/OR,60
Hindi,Very well,Senior,Minnesota/MN,60
Hungarian,Well,Youth,Ohio/OH,60
Irish,Not well,Adult,Massachusetts/MA,60
Irish,Not well,Adult,Pennsylvania/PA,60
Italian,Not well,Senior,Washington/WA,60
Italian,Very well,Youth,Wyoming/WY,60
Italian,Well,Senior,Maine/ME,60
Italian,Well,Senior,Minnesota/MN,60
Iu Mien,Very well,Youth,Washington/WA,60
Jamaican Creole English,Well,Youth,New Jersey/NJ,60
Japanese,Not well,Youth,Rhode Island/RI,60
Karen languages,Well,Youth,Oregon/OR,60
Korean,Not at all,Adult,Nebraska/NE,60
Kurdish,Not well,Adult,Arizona/AZ,60
Lao,Very well,Senior,Kansas/KS,60
Lao,Very well,Senior,Virginia/VA,60
Lithuanian,Not at all,Senior,Pennsylvania/PA,60
Malayalam,Not well,Adult,Massachusetts/MA,60
Malayalam,Well,Adult,Louisiana/LA,60
Malayalam,Well,Adult,Ohio/OH,60
Mandarin,Not well,Adult,New Mexico/NM,60
Mandarin,Very well,Senior,Colorado/CO,60
Mandarin,Well,Youth,Oklahoma/OK,60
Manding languages,Not well,Adult,Wisconsin/WI,60
Mongolian,Not well,Senior,Florida/FL,60
Mongolian,Very well,Youth,Texas/TX,60
Nepali,Very well,Youth,Connecticut/CT,60
Norwegian,Very well,Adult,District of Columbia/DC,60
Other and unspecified languages,Not well,Senior,Oregon/OR,60
Other Bantu languages,Very well,Senior,Illinois/IL,60
Other Eastern Malayo-Polynesian languages,Not well,Adult,Oklahoma/OK,60
Other English-based Creole languages,Very well,Senior,Oregon/OR,60
Other languages of Africa,Well,Youth,Missouri/MO,60
Other languages of Asia,Not at all,Adult,New Jersey/NJ,60
Other languages of Asia,Very well,Adult,Iowa/IA,60
Other Native North American languages,Well,Adult,Hawaii/HI,60
Other Niger-Congo languages,Not well,Adult,California/CA,60
Pashto,Well,Adult,North Carolina/NC,60
Pennsylvania German,Very well,Adult,Mississippi/MS,60
Pennsylvania German,Well,Youth,Virginia/VA,60
Polish,Well,Youth,Iowa/IA,60
Portuguese,Very well,Youth,Idaho/ID,60
Portuguese,Well,Adult,Mississippi/MS,60
Samoan,Very well,Adult,Massachusetts/MA,60
Samoan,Very well,Youth,Illinois/IL,60
Serbian,Not well,Adult,New Hampshire/NH,60
Serbian,Very well,Youth,Oregon/OR,60
Serbocroatian,Well,Senior,Missouri/MO,60
Sinhala,Very well,Youth,Minnesota/MN,60
Slovak,Very well,Senior,Texas/TX,60
Swahili,Well,Senior,New Jersey/NJ,60
Swedish,Very well,Youth,Oregon/OR,60
Swedish,Well,Youth,New Jersey/NJ,60
Tagalog,Not at all,Senior,Texas/TX,60
Tagalog,Very well,Youth,North Dakota/ND,60
Tamil,Very well,Adult,South Dakota/SD,60
Tamil,Well,Youth,Maryland/MD,60
Telugu,Not well,Adult,Delaware/DE,60
Thai,Not at all,Adult,Virginia/VA,60
Thai,Well,Senior,New Mexico/NM,60
Tigrinya,Not at all,Adult,New York/NY,60
Tigrinya,Well,Adult,Florida/FL,60
Ukrainian,Not well,Senior,Maryland/MD,60
Urdu,Not at all,Senior,Washington/WA,60
Vietnamese,Very well,Youth,Rhode Island/RI,60
Yoruba,Not well,Senior,Florida/FL,60
Yoruba,Well,Adult,Missouri/MO,60
Akan (incl. Twi),Not at all,Adult,Kansas/KS,59
Albanian,Very well,Youth,Maine/ME,59
Amharic,Not well,Youth,Washington/WA,59
Bengali,Very well,Adult,Alaska/AK,59
Bulgarian,Not well,Adult,South Carolina/SC,59
Bulgarian,Well,Senior,Indiana/IN,59
Cebuano,Very well,Youth,Kentucky/KY,59
Cebuano,Well,Youth,Georgia/GA,59
Chamorro,Very well,Adult,Minnesota/MN,59
Chamorro,Very well,Youth,Colorado/CO,59
Chinese,Not at all,Youth,Massachusetts/MA,59
Czech,Very well,Youth,Massachusetts/MA,59
Danish,Well,Youth,California/CA,59
Dutch,Very well,Senior,Delaware/DE,59
Farsi,Very well,Senior,Utah/UT,59
Filipino,Not at all,Adult,Illinois/IL,59
French,Not well,Youth,District of Columbia/DC,59
Ga,Very well,Youth,Vermont/VT,59
Ganda,Very well,Adult,New Hampshire/NH,59
German,Not at all,Adult,Virginia/VA,59
German,Not well,Youth,Iowa/IA,59
German,Not well,Youth,Virginia/VA,59
Greek,Very well,Youth,Maine/ME,59
Gujarati,Not well,Adult,Colorado/CO,59
Hebrew,Well,Adult,Virginia/VA,59
Hungarian,Very well,Adult,Delaware/DE,59
Ilocano,Not at all,Youth,Hawaii/HI,59
Indonesian,Not well,Adult,Virginia/VA,59
Italian,Not well,Adult,Iowa/IA,59
Italian,Well,Adult,Iowa/IA,59
Jamaican Creole English,Very well,Adult,Kansas/KS,59
Japanese,Not well,Senior,Kentucky/KY,59
Japanese,Not well,Youth,Arizona/AZ,59
Kannada,Well,Senior,Connecticut/CT,59
Karen languages,Not at all,Senior,Colorado/CO,59
Karen languages,Not well,Adult,Oregon/OR,59
Keres,Very well,Adult,Virginia/VA,59
Khmer,Very well,Adult,Mississippi/MS,59
Konkani,Very well,Youth,New York/NY,59
Kurdish,Well,Adult,Oregon/OR,59
Lao,Not well,Senior,Oklahoma/OK,59
Lithuanian,Very well,Adult,Alabama/AL,59
Macedonian,Very well,Senior,Alaska/AK,59
Malayalam,Well,Adult,Nevada/NV,59
Mandarin,Not well,Youth,Arizona/AZ,59
Mandarin,Well,Senior,Utah/UT,59
Manding languages,Well,Youth,Ohio/OH,59
Marathi,Very well,Adult,New Mexico/NM,59
Min Nan Chinese,Not at all,Senior,New Jersey/NJ,59
Mongolian,Very well,Adult,Hawaii/HI,59
Nilo-Saharan languages,Very well,Adult,Colorado/CO,59
Norwegian,Very well,Adult,Vermont/VT,59
Norwegian,Well,Adult,New York/NY,59
Oromo,Not at all,Senior,Minnesota/MN,59
Other Afro-Asiatic languages,Not at all,Adult,Minnesota/MN,59
Other Afro-Asiatic languages,Very well,Adult,Louisiana/LA,59
Other and unspecified languages,Well,Senior,Massachusetts/MA,59
Other Central and South American languages,Not well,Youth,Florida/FL,59
Other Central and South American languages,Very well,Adult,Nebraska/NE,59
Other Central and South American languages,Well,Adult,Alabama/AL,59
Other Central and South American languages,Well,Youth,Washington/WA,59
Other languages of Africa,Very well,Adult,New Mexico/NM,59
Other languages of Asia,Very well,Adult,South Carolina/SC,59
Other languages of Asia,Well,Adult,Oregon/OR,59
Other Mande languages,Well,Adult,Washington/WA,59
Other Native North American languages,Not well,Adult,Illinois/IL,59
Other Native North American languages,Not well,Adult,Utah/UT,59
Other Native North American languages,Very well,Senior,Minnesota/MN,59
Other Native North American languages,Very well,Youth,Louisiana/LA,59
Other Philippine languages,Very well,Adult,Georgia/GA,59
Pashto,Very well,Adult,Alabama/AL,59
Pennsylvania German,Well,Senior,Illinois/IL,59
Portuguese,Well,Youth,Missouri/MO,59
Russian,Not at all,Senior,South Carolina/SC,59
Serbian,Not at all,Adult,Texas/TX,59
Serbian,Not well,Adult,Washington/WA,59
Serbian,Well,Adult,Iowa/IA,59
Serbocroatian,Very well,Adult,Tennessee/TN,59
Serbocroatian,Very well,Youth,Virginia/VA,59
Shona,Very well,Adult,Nebraska/NE,59
Shona,Well,Youth,Georgia/GA,59
Slovak,Well,Senior,Maryland/MD,59
Somali,Well,Senior,Colorado/CO,59
Somali,Well,Youth,Wisconsin/WI,59
Swahili,Not at all,Youth,Virginia/VA,59
Swahili,Well,Senior,Oklahoma/OK,59
Swahili,Well,Youth,Kansas/KS,59
Swedish,Well,Adult,Minnesota/MN,59
Swedish,Well,Youth,Missouri/MO,59
Swiss German,Very well,Adult,Montana/MT,59
Swiss German,Well,Adult,Kentucky/KY,59
Tamil,Not at all,Adult,Colorado/CO,59
Telugu,Well,Adult,West Virginia/WV,59
Thai,Very well,Senior,Kentucky/KY,59
Thai,Very well,Senior,Utah/UT,59
Tigrinya,Well,Adult,Kentucky/KY,59
Tongan,Not at all,Adult,California/CA,59
Tongan,Not at all,Senior,California/CA,59
Tongan,Very well,Youth,Pennsylvania/PA,59
Turkish,Not well,Adult,Louisiana/LA,59
Turkish,Not well,Senior,Florida/FL,59
Ukrainian,Well,Senior,Kansas/KS,59
Urdu,Very well,Youth,Nebraska/NE,59
Urdu,Very well,Youth,New Mexico/NM,59
Vietnamese,Not well,Youth,New Mexico/NM,59
Wolof,Very well,Youth,Rhode Island/RI,59
Yoruba,Not at all,Senior,Massachusetts/MA,59
Yoruba,Very well,Adult,Iowa/IA,59
Akan (incl. Twi),Well,Senior,Texas/TX,58
Albanian,Well,Adult,South Dakota/SD,58
Aleut languages,Very well,Adult,Georgia/GA,58
Aleut languages,Well,Youth,Colorado/CO,58
Amharic,Not well,Senior,District of Columbia/DC,58
Amharic,Very well,Senior,Oregon/OR,58
Amharic,Well,Youth,South Carolina/SC,58
Burmese,Very well,Youth,Vermont/VT,58
Cherokee,Very well,Senior,Texas/TX,58
Chinese,Well,Youth,Idaho/ID,58
Dakota languages,Very well,Senior,California/CA,58
Danish,Very well,Adult,Rhode Island/RI,58
Dari,Very well,Youth,Connecticut/CT,58
Dari,Well,Senior,Virginia/VA,58
Dutch,Not well,Senior,Indiana/IN,58
Dutch,Not well,Youth,Florida/FL,58
Edoid languages,Well,Adult,Illinois/IL,58
Edoid languages,Well,Adult,Rhode Island/RI,58
Farsi,Very well,Senior,Indiana/IN,58
Filipino,Well,Senior,Maine/ME,58
Filipino,Well,Senior,Utah/UT,58
Finnish,Very well,Adult,Oklahoma/OK,58
Finnish,Very well,Youth,Missouri/MO,58
Gbe languages,Very well,Youth,Ohio/OH,58
German,Not well,Adult,Hawaii/HI,58
Greek,Not well,Adult,Virginia/VA,58
Greek,Well,Youth,North Carolina/NC,58
Haitian,Not well,Youth,Connecticut/CT,58
Haitian,Very well,Youth,Oregon/OR,58
Haitian,Very well,Youth,Utah/UT,58
Hawaiian,Very well,Adult,Colorado/CO,58
Hungarian,Very well,Adult,Kansas/KS,58
Hungarian,Well,Senior,North Carolina/NC,58
Igbo,Well,Youth,New York/NY,58
India N.E.C.,Not well,Senior,New Jersey/NJ,58
India N.E.C.,Very well,Adult,Kentucky/KY,58
Indonesian,Not well,Adult,Michigan/MI,58
Italian,Very well,Youth,Vermont/VT,58
Iu Mien,Very well,Adult,Alaska/AK,58
Kabuverdianu,Not at all,Senior,Rhode Island/RI,58
Kannada,Not well,Senior,New Jersey/NJ,58
Karen languages,Not well,Adult,New Jersey/NJ,58
Karen languages,Very well,Adult,New Jersey/NJ,58
Karen languages,Very well,Youth,Missouri/MO,58
Korean,Not well,Senior,Rhode Island/RI,58
Kurdish,Not at all,Senior,Virginia/VA,58
Lao,Not well,Adult,New Hampshire/NH,58
Lao,Not well,Senior,Colorado/CO,58
Lao,Very well,Youth,Nevada/NV,58
Latvian,Not well,Adult,California/CA,58
Lithuanian,Very well,Adult,Kentucky/KY,58
Lithuanian,Very well,Adult,New Mexico/NM,58
Lithuanian,Well,Adult,Nevada/NV,58
Malay,Very well,Adult,Connecticut/CT,58
Malay,Very well,Youth,Tennessee/TN,58
Mandarin,Not well,Senior,Minnesota/MN,58
Mandarin,Very well,Senior,Iowa/IA,58
Marathi,Very well,Senior,Maryland/MD,58
Mongolian,Well,Adult,Ohio/OH,58
Nilo-Saharan languages,Very well,Youth,Utah/UT,58
Ojibwa,Well,Adult,California/CA,58
Oromo,Very well,Youth,Tennessee/TN,58
Other Afro-Asiatic languages,Very well,Youth,Iowa/IA,58
Other Bantu languages,Very well,Adult,Kansas/KS,58
Other Central and South American languages,Well,Adult,Tennessee/TN,58
Other Eastern Malayo-Polynesian languages,Very well,Senior,Texas/TX,58
Other Indo-Iranian languages,Very well,Senior,Connecticut/CT,58
Other languages of Africa,Well,Adult,Vermont/VT,58
Other languages of Asia,Not at all,Senior,Texas/TX,58
Other Mande languages,Very well,Youth,California/CA,58
Other Mande languages,Well,Adult,Arizona/AZ,58
Pashto,Not well,Youth,Illinois/IL,58
Pennsylvania German,Very well,Adult,Georgia/GA,58
Polish,Not well,Adult,Missouri/MO,58
Polish,Well,Adult,Kentucky/KY,58
Portuguese,Not at all,Senior,Iowa/IA,58
Portuguese,Very well,Youth,Alaska/AK,58
Punjabi,Not well,Adult,Connecticut/CT,58
Punjabi,Not well,Senior,Massachusetts/MA,58
Romanian,Well,Adult,New Hampshire/NH,58
Russian,Not at all,Senior,Rhode Island/RI,58
Russian,Not at all,Senior,Tennessee/TN,58
Russian,Very well,Youth,Arkansas/AR,58
Samoan,Very well,Adult,New York/NY,58
Samoan,Very well,Adult,Oklahoma/OK,58
Samoan,Very well,Adult,West Virginia/WV,58
Serbocroatian,Very well,Adult,New Mexico/NM,58
Shona,Very well,Senior,Oklahoma/OK,58
Shona,Very well,Youth,North Carolina/NC,58
Sinhala,Not at all,Adult,Arizona/AZ,58
Slovak,Not well,Adult,Wisconsin/WI,58
Somali,Not at all,Adult,Utah/UT,58
Somali,Not well,Youth,Arizona/AZ,58
Swahili,Well,Youth,North Dakota/ND,58
Swiss German,Well,Youth,Pennsylvania/PA,58
Telugu,Not well,Senior,Ohio/OH,58
Thai,Very well,Senior,New Hampshire/NH,58
Thai,Well,Adult,Montana/MT,58
Tibetan,Not at all,Senior,Massachusetts/MA,58
Turkish,Not at all,Adult,Florida/FL,58
Ukrainian,Very well,Senior,Massachusetts/MA,58
Ukrainian,Well,Senior,Massachusetts/MA,58
Urdu,Not well,Youth,New Jersey/NJ,58
Vietnamese,Not well,Youth,Iowa/IA,58
Vietnamese,Very well,Senior,Wisconsin/WI,58
Wolof,Not well,Adult,Tennessee/TN,58
Yiddish,Very well,Adult,New Mexico/NM,58
Yoruba,Very well,Adult,Arkansas/AR,58
Yoruba,Very well,Senior,Oklahoma/OK,58
Afrikaans,Very well,Youth,Connecticut/CT,57
Akan (incl. Twi),Not well,Adult,Kansas/KS,57
Akan (incl. Twi),Well,Youth,Illinois/IL,57
Amharic,Not at all,Adult,Washington/WA,57
Apache languages,Not well,Senior,Arizona/AZ,57
Arabic,Well,Senior,Kansas/KS,57
Assyrian Neo-Aramaic,Well,Adult,Florida/FL,57
Bengali,Very well,Youth,Indiana/IN,57
Bosnian,Very well,Youth,Idaho/ID,57
Bosnian,Well,Senior,Ohio/OH,57
Cantonese,Not well,Senior,Idaho/ID,57
Cantonese,Well,Adult,New Mexico/NM,57
Cebuano,Not well,Senior,Arizona/AZ,57
Cebuano,Well,Youth,Connecticut/CT,57
Cherokee,Very well,Adult,Illinois/IL,57
Chinese,Very well,Youth,Wyoming/WY,57
Chuukese,Not well,Adult,Colorado/CO,57
Chuukese,Very well,Youth,Kansas/KS,57
Croatian,Not at all,Adult,Ohio/OH,57
Dakota languages,Very well,Senior,Arizona/AZ,57
Danish,Very well,Youth,Maryland/MD,57
Dari,Very well,Adult,New Mexico/NM,57
Dutch,Not well,Senior,New York/NY,57
Farsi,Well,Youth,Tennessee/TN,57
Filipino,Well,Youth,Nevada/NV,57
Finnish,Very well,Youth,Minnesota/MN,57
French,Not at all,Youth,Iowa/IA,57
French,Not well,Senior,Kansas/KS,57
French,Not well,Senior,Minnesota/MN,57
French,Well,Senior,Arkansas/AR,57
French,Well,Senior,Montana/MT,57
Ganda,Well,Adult,Louisiana/LA,57
Gbe languages,Very well,Adult,Indiana/IN,57
Greek,Well,Youth,Maryland/MD,57
Gujarati,Not at all,Senior,Wisconsin/WI,57
Haitian,Not at all,Senior,Maryland/MD,57
Haitian,Very well,Senior,Minnesota/MN,57
Haitian,Very well,Senior,North Dakota/ND,57
Haitian,Well,Senior,South Carolina/SC,57
Hawaiian,Well,Adult,Indiana/IN,57
Hebrew,Very well,Senior,New Mexico/NM,57
Hebrew,Very well,Youth,District of Columbia/DC,57
Hindi,Not well,Adult,Delaware/DE,57
Hungarian,Very well,Youth,Arizona/AZ,57
Hungarian,Well,Senior,Virginia/VA,57
Irish,Very well,Senior,Arizona/AZ,57
Italian,Well,Adult,Nebraska/NE,57
Jamaican Creole English,Very well,Senior,North Carolina/NC,57
Japanese,Not at all,Adult,Virginia/VA,57
Japanese,Well,Adult,Wyoming/WY,57
Khmer,Well,Adult,Hawaii/HI,57
Konkani,Very well,Adult,Missouri/MO,57
Konkani,Very well,Senior,Virginia/VA,57
Konkani,Well,Youth,Washington/WA,57
Korean,Not well,Senior,New Mexico/NM,57
Kurdish,Not well,Senior,California/CA,57
Lao,Well,Senior,Nevada/NV,57
Malayalam,Not well,Adult,Tennessee/TN,57
Mandarin,Not at all,Senior,Hawaii/HI,57
Mandarin,Well,Adult,Mississippi/MS,57
Marathi,Well,Adult,Oklahoma/OK,57
Marshallese,Very well,Adult,New York/NY,57
Min Nan Chinese,Very well,Youth,Pennsylvania/PA,57
Oromo,Well,Adult,Nevada/NV,57
Other Afro-Asiatic languages,Very well,Adult,Mississippi/MS,57
Other and unspecified languages,Not well,Youth,California/CA,57
Other and unspecified languages,Not well,Youth,Colorado/CO,57
Other and unspecified languages,Very well,Youth,Illinois/IL,57
Other Bantu languages,Not well,Youth,Florida/FL,57
Other Central and South American languages,Not well,Adult,Kansas/KS,57
Other Eastern Malayo-Polynesian languages,Not well,Senior,Texas/TX,57
Other Eastern Malayo-Polynesian languages,Very well,Senior,Utah/UT,57
Other English-based Creole languages,Very well,Senior,Montana/MT,57
Other English-based Creole languages,Well,Youth,Georgia/GA,57
Other Indo-Iranian languages,Not well,Adult,Illinois/IL,57
Other Indo-Iranian languages,Not well,Senior,Wisconsin/WI,57
Other Indo-Iranian languages,Very well,Adult,Arizona/AZ,57
Other languages of Africa,Not well,Youth,Arizona/AZ,57
Other languages of Africa,Very well,Senior,Oregon/OR,57
Other languages of Africa,Very well,Youth,Kentucky/KY,57
Other languages of Asia,Not at all,Adult,Tennessee/TN,57
Other languages of Asia,Very well,Adult,District of Columbia/DC,57
Other Native North American languages,Well,Adult,Montana/MT,57
