"household_language","speak_english","age_group","state","speakers","total_speakers_of_language_in_us","percentage_speakers_in_state","state_pop_of_non_english_households","percent_state_pop_speaking_language","state_abbreviation"
"Other English-based Creole languages","Not well","Adult","Texas",82,54689,0.149938744537293,9497841,0.000863354103316743,"TX"
"Other Indo-Iranian languages","Not well","Adult","North Carolina",82,30103,0.272398099857157,1177461,0.00696413724106361,"NC"
"Other Indo-Iranian languages","Not well","Adult","Pennsylvania",82,30103,0.272398099857157,1443616,0.00568018087912575,"PA"
"Other Indo-Iranian languages","Not well","Senior","California",82,30103,0.272398099857157,16380757,0.000500587366017334,"CA"
"Other Indo-Iranian languages","Very well","Adult","Montana",82,30103,0.272398099857157,41732,0.196491900699703,"MT"
"Other Indo-Iranian languages","Well","Adult","Wisconsin",82,30103,0.272398099857157,477942,0.0171568935142758,"WI"
"Other Indo-Iranian languages","Well","Senior","New Jersey",82,30103,0.272398099857157,2786732,0.00294251474486962,"NJ"
"Other languages of Africa","Very well","Adult","Alaska",82,35867,0.228622410572392,108764,0.0753925931374352,"AK"
"Other Native North American languages","Very well","Adult","Kentucky",82,56500,0.145132743362832,247638,0.0331128502087725,"KY"
"Pashto","Not at all","Adult","Illinois",82,47373,0.173094378654508,2824136,0.00290354288886937,"IL"
"Pennsylvania German","Well","Senior","Missouri",82,191356,0.0428520663057338,358897,0.0228477808396281,"MO"
"Portuguese","Not well","Adult","Oregon",82,855113,0.00958937590704386,616044,0.0133107375447208,"OR"
"Portuguese","Very well","Youth","Mississippi",82,855113,0.00958937590704386,109902,0.0746119269894997,"MS"
"Punjabi","Very well","Senior","Connecticut",82,318233,0.0257672837197902,761163,0.0107729881773024,"CT"
"Samoan","Very well","Adult","Indiana",82,54188,0.151325016608843,569820,0.0143905092836334,"IN"
"Serbocroatian","Very well","Adult","North Dakota",82,19103,0.429251949955504,46791,0.175247376632258,"ND"
"Sinhala","Very well","Adult","Colorado",82,32202,0.254642568784548,879388,0.0093246667000232,"CO"
"Slovak","Very well","Youth","Maine",82,21707,0.377758326807021,75414,0.10873312647519,"ME"
"Somali","Very well","Youth","Pennsylvania",82,158812,0.0516333778303906,1443616,0.00568018087912575,"PA"
"Swedish","Very well","Adult","Rhode Island",82,53589,0.153016477262125,232745,0.0352316913360115,"RI"
"Tagalog","Well","Youth","Ohio",82,1318650,0.00621848102225761,822102,0.00997443139659069,"OH"
"Tamil","Well","Youth","North Carolina",82,305433,0.0268471317768545,1177461,0.00696413724106361,"NC"
"Telugu","Not well","Adult","Ohio",82,434786,0.0188598528931474,822102,0.00997443139659069,"OH"
"Thai","Not at all","Adult","Georgia",82,169697,0.0483214199426036,1423123,0.00576197559873602,"GA"
"Thai","Very well","Youth","Missouri",82,169697,0.0483214199426036,358897,0.0228477808396281,"MO"
"Tibetan","Not well","Youth","Minnesota",82,19488,0.420771756978654,639463,0.0128232595161878,"MN"
"Tongan","Very well","Adult","Illinois",82,26483,0.309632594494581,2824136,0.00290354288886937,"IL"
"Turkish","Very well","Adult","Alaska",82,153435,0.0534428259523577,108764,0.0753925931374352,"AK"
"Turkish","Well","Adult","Tennessee",82,153435,0.0534428259523577,480403,0.0170690024833317,"TN"
"Ukrainian","Not well","Adult","Texas",82,187180,0.0438080991558927,9497841,0.000863354103316743,"TX"
"Urdu","Not well","Senior","Missouri",82,514050,0.0159517556657913,358897,0.0228477808396281,"MO"
"Vietnamese","Well","Youth","Connecticut",82,1529274,0.00536202145593268,761163,0.0107729881773024,"CT"
"Yiddish","Not well","Adult","Maine",82,192951,0.0424978362382159,75414,0.10873312647519,"ME"
"Yiddish","Very well","Adult","Nevada",82,192951,0.0424978362382159,866221,0.00946640637897257,"NV"
"Yiddish","Well","Senior","New Jersey",82,192951,0.0424978362382159,2786732,0.00294251474486962,"NJ"
"Yoruba","Very well","Senior","Arizona",82,164266,0.0499190337623124,1786775,0.00458927397126107,"AZ"
"Afrikaans","Very well","Adult","Vermont",81,32386,0.250108071388872,35986,0.225087534041016,"VT"
"Akan (incl. Twi)","Very well","Adult","South Carolina",81,139448,0.0580861683208078,359029,0.0225608516303697,"SC"
"Bosnian","Well","Senior","Illinois",81,108100,0.0749306197964847,2824136,0.00286813382924902,"IL"
"Burmese","Not at all","Adult","Pennsylvania",81,95762,0.0845846995676782,1443616,0.00561091038059983,"PA"
"Burmese","Very well","Senior","New Jersey",81,95762,0.0845846995676782,2786732,0.00290663041871267,"NJ"
"Burmese","Very well","Senior","Texas",81,95762,0.0845846995676782,9497841,0.00085282539473971,"TX"
"Cebuano","Well","Adult","Colorado",81,54623,0.148289182212621,879388,0.00921095125246194,"CO"
"Cherokee","Very well","Senior","Alabama",81,8968,0.90321141837645,249939,0.0324079075294372,"AL"
"Croatian","Very well","Adult","Colorado",81,47490,0.170562223626027,879388,0.00921095125246194,"CO"
"Croatian","Very well","Adult","South Carolina",81,47490,0.170562223626027,359029,0.0225608516303697,"SC"
"Dakota languages","Very well","Adult","Ohio",81,14001,0.578530104992501,822102,0.00985279198931519,"OH"
"Danish","Very well","Senior","Minnesota",81,26221,0.308912703558217,639463,0.0126668783025758,"MN"
"Dutch","Very well","Senior","Maine",81,142371,0.0568936089512611,75414,0.107407112737688,"ME"
"Farsi","Not well","Adult","Delaware",81,418067,0.0193748848868722,129602,0.0624990355087113,"DE"
"Farsi","Not well","Youth","Washington",81,418067,0.0193748848868722,1465617,0.00552668261899255,"WA"
"Filipino","Very well","Senior","Alabama",81,405949,0.0199532453584071,249939,0.0324079075294372,"AL"
"Filipino","Well","Adult","Mississippi",81,405949,0.0199532453584071,109902,0.0737020254408473,"MS"
"Finnish","Very well","Adult","South Carolina",81,21494,0.3768493533079,359029,0.0225608516303697,"SC"
"Finnish","Well","Adult","Texas",81,21494,0.3768493533079,9497841,0.00085282539473971,"TX"
"Fulah","Well","Senior","New York",81,20828,0.388899558286921,5795855,0.00139755049082491,"NY"
"Gujarati","Not well","Senior","Kentucky",81,438103,0.0184888028614276,247638,0.032709034962324,"KY"
"Hindi","Well","Youth","Arizona",81,871964,0.00928937433196783,1786775,0.00453330721551398,"AZ"
"Hindi","Well","Youth","Colorado",81,871964,0.00928937433196783,879388,0.00921095125246194,"CO"
"Hungarian","Very well","Adult","Mississippi",81,75140,0.107798775618845,109902,0.0737020254408473,"MS"
"Igbo","Not well","Adult","Massachusetts",81,106351,0.0761628945661066,1616535,0.00501071736770314,"MA"
"Igbo","Well","Adult","District of Columbia",81,106351,0.0761628945661066,108779,0.0744629018468638,"DC"
"Indonesian","Well","Adult","Iowa",81,75095,0.10786337306079,255627,0.0316867936485583,"IA"
"Indonesian","Well","Adult","Kansas",81,75095,0.10786337306079,323775,0.0250173731758165,"KS"
"Kannada","Well","Adult","Delaware",81,77075,0.105092442426208,129602,0.0624990355087113,"DE"
"Khmer","Very well","Senior","Virginia",81,200238,0.0404518622838822,1333933,0.00607226899701859,"VA"
"Khmer","Very well","Youth","Iowa",81,200238,0.0404518622838822,255627,0.0316867936485583,"IA"
"Konkani","Very well","Senior","New Jersey",81,11620,0.697074010327022,2786732,0.00290663041871267,"NJ"
"Korean","Not well","Youth","Nevada",81,1090236,0.00742958405336092,866221,0.0093509623987412,"NV"
"Korean","Well","Adult","Maine",81,1090236,0.00742958405336092,75414,0.107407112737688,"ME"
"Malay","Not well","Adult","Illinois",81,15231,0.531810124089029,2824136,0.00286813382924902,"IL"
"Malayalam","Very well","Youth","Kansas",81,188702,0.0429248232663141,323775,0.0250173731758165,"KS"
"Malayalam","Well","Adult","Colorado",81,188702,0.0429248232663141,879388,0.00921095125246194,"CO"
"Malayalam","Well","Senior","Oklahoma",81,188702,0.0429248232663141,389516,0.020795037944526,"OK"
"Marathi","Very well","Adult","Delaware",81,105170,0.0770181610725492,129602,0.0624990355087113,"DE"
"Marathi","Very well","Senior","West Virginia",81,105170,0.0770181610725492,41408,0.195614374034003,"WV"
"Marathi","Well","Adult","Maryland",81,105170,0.0770181610725492,1126130,0.00719277525685312,"MD"
"Mongolian","Very well","Adult","Massachusetts",81,16284,0.497420781134856,1616535,0.00501071736770314,"MA"
"Nilo-Saharan languages","Not at all","Senior","Minnesota",81,24220,0.334434351775392,639463,0.0126668783025758,"MN"
"Ojibwa","Very well","Adult","Virginia",81,16034,0.505176499937632,1333933,0.00607226899701859,"VA"
"Other Afro-Asiatic languages","Not well","Youth","Texas",81,39649,0.204292668163131,9497841,0.00085282539473971,"TX"
"Other and unspecified languages","Not well","Adult","Alaska",81,44134,0.183531970816151,108764,0.0744731712699055,"AK"
"Other and unspecified languages","Well","Senior","Arizona",81,44134,0.183531970816151,1786775,0.00453330721551398,"AZ"
"Other Indo-European languages","Very well","Adult","Kentucky",81,23566,0.343715522362726,247638,0.032709034962324,"KY"
"Other Indo-European languages","Well","Adult","Pennsylvania",81,23566,0.343715522362726,1443616,0.00561091038059983,"PA"
"Other Indo-Iranian languages","Not well","Youth","Kentucky",81,30103,0.269076171810119,247638,0.032709034962324,"KY"
"Other Indo-Iranian languages","Not well","Youth","North Carolina",81,30103,0.269076171810119,1177461,0.00687920873812381,"NC"
"Other languages of Asia","Not well","Adult","Michigan",81,52585,0.154036322145098,945842,0.00856379818193736,"MI"
"Other languages of Asia","Not well","Youth","Washington",81,52585,0.154036322145098,1465617,0.00552668261899255,"WA"
"Pashto","Very well","Youth","Michigan",81,47373,0.170983471597746,945842,0.00856379818193736,"MI"
"Pennsylvania German","Not well","Youth","North Carolina",81,191356,0.0423294801312736,1177461,0.00687920873812381,"NC"
"Portuguese","Well","Senior","Arizona",81,855113,0.00947243229842138,1786775,0.00453330721551398,"AZ"
"Punjabi","Not at all","Adult","North Carolina",81,318233,0.0254530485524757,1177461,0.00687920873812381,"NC"
"Romanian","Not well","Youth","New York",81,180373,0.044906942835125,5795855,0.00139755049082491,"NY"
"Romanian","Well","Senior","Maryland",81,180373,0.044906942835125,1126130,0.00719277525685312,"MD"
"Russian","Not well","Youth","Virginia",81,988947,0.00819052992728629,1333933,0.00607226899701859,"VA"
"Samoan","Very well","Adult","Iowa",81,54188,0.149479589577028,255627,0.0316867936485583,"IA"
"Serbocroatian","Very well","Youth","Texas",81,19103,0.424017170077998,9497841,0.00085282539473971,"TX"
"Shona","Very well","Youth","Michigan",81,11859,0.683025550215027,945842,0.00856379818193736,"MI"
"Somali","Not at all","Adult","Michigan",81,158812,0.0510037024909956,945842,0.00856379818193736,"MI"
"Somali","Not at all","Adult","Wisconsin",81,158812,0.0510037024909956,477942,0.0169476631055651,"WI"
"Spanish","Not well","Youth","Wyoming",81,41244779,0.000196388493195709,35742,0.226624139667618,"WY"
"Swahili","Very well","Youth","Alabama",81,151443,0.0534854697807096,249939,0.0324079075294372,"AL"
"Swedish","Very well","Youth","South Carolina",81,53589,0.151150422661367,359029,0.0225608516303697,"SC"
"Swedish","Well","Senior","Minnesota",81,53589,0.151150422661367,639463,0.0126668783025758,"MN"
"Swiss German","Not well","Adult","Indiana",81,18208,0.444859402460457,569820,0.0142150152679794,"IN"
"Tamil","Not at all","Senior","Virginia",81,305433,0.0265197277307953,1333933,0.00607226899701859,"VA"
"Tamil","Well","Senior","Missouri",81,305433,0.0265197277307953,358897,0.0225691493659741,"MO"
"Telugu","Very well","Senior","South Carolina",81,434786,0.0186298546871334,359029,0.0225608516303697,"SC"
"Tibetan","Very well","Youth","Wisconsin",81,19488,0.41564039408867,477942,0.0169476631055651,"WI"
"Ukrainian","Very well","Senior","Nevada",81,187180,0.0432738540442355,866221,0.0093509623987412,"NV"
"Ukrainian","Very well","Senior","Tennessee",81,187180,0.0432738540442355,480403,0.0168608439164618,"TN"
"Ukrainian","Well","Adult","Alaska",81,187180,0.0432738540442355,108764,0.0744731712699055,"AK"
"Urdu","Not at all","Senior","Louisiana",81,514050,0.0157572220601109,332871,0.0243337509125157,"LA"
"Urdu","Not well","Senior","Tennessee",81,514050,0.0157572220601109,480403,0.0168608439164618,"TN"
"Urdu","Very well","Senior","Oklahoma",81,514050,0.0157572220601109,389516,0.020795037944526,"OK"
"Wolof","Well","Adult","Connecticut",81,25431,0.318508906452755,761163,0.0106416102727011,"CT"
"Akan (incl. Twi)","Well","Adult","District of Columbia",80,139448,0.057369055131662,108779,0.0735436067623346,"DC"
"Albanian","Not at all","Senior","Texas",80,170772,0.0468460871805682,9497841,0.000842296686162676,"TX"
"Bosnian","Very well","Youth","Ohio",80,108100,0.0740055504162812,822102,0.0097311525820397,"OH"
"Bulgarian","Well","Youth","Illinois",80,71278,0.112236594741716,2824136,0.00283272476962866,"IL"
"Cantonese","Not well","Youth","Illinois",80,543329,0.0147240438113924,2824136,0.00283272476962866,"IL"
"Cantonese","Well","Adult","Oklahoma",80,543329,0.0147240438113924,389516,0.0205383090810134,"OK"
"Chamorro","Not well","Adult","Tennessee",80,20215,0.395745733366312,480403,0.0166526853495919,"TN"
"Chin languages","Not well","Youth","Kentucky",80,32602,0.245383718790258,247638,0.0323052197158756,"KY"
"Czech","Not well","Adult","Illinois",80,42561,0.187965508329222,2824136,0.00283272476962866,"IL"
"Czech","Very well","Youth","Colorado",80,42561,0.187965508329222,879388,0.00909723580490068,"CO"
"Dari","Not well","Youth","New York",80,36807,0.21734996060532,5795855,0.00138029678106164,"NY"
"Dari","Very well","Senior","Florida",80,36807,0.21734996060532,6032018,0.00132625598928916,"FL"
"Dutch","Not well","Youth","Wisconsin",80,142371,0.056191218717295,477942,0.0167384326968544,"WI"
"Dutch","Very well","Senior","Oklahoma",80,142371,0.056191218717295,389516,0.0205383090810134,"OK"
"Dutch","Well","Adult","Maryland",80,142371,0.056191218717295,1126130,0.00710397556232407,"MD"
"Edoid languages","Well","Senior","Florida",80,17431,0.458952441053296,6032018,0.00132625598928916,"FL"
"Filipino","Well","Adult","Rhode Island",80,405949,0.0197069089959576,232745,0.0343723817912307,"RI"
"Gbe languages","Well","Adult","Wisconsin",80,15030,0.53226879574185,477942,0.0167384326968544,"WI"
"German","Not well","Adult","Mississippi",80,860426,0.00929771996662119,109902,0.0727921238921949,"MS"
"Greek","Not well","Adult","Alabama",80,265528,0.0301286493326504,249939,0.032007809905617,"AL"
"Gujarati","Not well","Adult","Louisiana",80,438103,0.0182605460359778,332871,0.0240333342345834,"LA"
"Gujarati","Not well","Senior","Missouri",80,438103,0.0182605460359778,358897,0.0222905178923201,"MO"
"Gujarati","Very well","Senior","Arkansas",80,438103,0.0182605460359778,218164,0.0366696613556774,"AR"
"Haitian","Not well","Adult","Washington",80,890380,0.00898492778364294,1465617,0.00545845196937535,"WA"
"Haitian","Very well","Senior","Nebraska",80,890380,0.00898492778364294,219892,0.0363814963709457,"NE"
"Hebrew","Very well","Adult","South Dakota",80,224194,0.0356833813572174,51593,0.155059794933421,"SD"
"Hungarian","Well","Adult","Minnesota",80,75140,0.106467926537131,639463,0.0125104970889637,"MN"
"Hungarian","Well","Senior","Massachusetts",80,75140,0.106467926537131,1616535,0.00494885665945989,"MA"
"Igbo","Well","Adult","Louisiana",80,106351,0.0752226119171423,332871,0.0240333342345834,"LA"
"Indonesian","Well","Senior","Nevada",80,75095,0.106531726479792,866221,0.00923551841850983,"NV"
"Italian","Very well","Senior","Montana",80,548085,0.0145962761250536,41732,0.191699415316783,"MT"
"Iu Mien","Very well","Adult","Virginia",80,17078,0.468438927274857,1333933,0.00599730271310478,"VA"
"Jamaican Creole English","Very well","Senior","South Carolina",80,75404,0.106095167365127,359029,0.022282322597896,"SC"
"Konkani","Very well","Senior","Illinois",80,11620,0.688468158347676,2824136,0.00283272476962866,"IL"
"Korean","Very well","Youth","Rhode Island",80,1090236,0.00733786079344289,232745,0.0343723817912307,"RI"
"Lithuanian","Very well","Youth","Colorado",80,35602,0.224706477164204,879388,0.00909723580490068,"CO"
"Macedonian","Very well","Adult","South Carolina",80,24282,0.32946215303517,359029,0.022282322597896,"SC"
"Malay","Not well","Adult","Wisconsin",80,15231,0.52524456700151,477942,0.0167384326968544,"WI"
"Mandarin","Very well","Senior","Vermont",80,739644,0.0108160141906106,35986,0.222308675596065,"VT"
"Mandarin","Well","Senior","Connecticut",80,739644,0.0108160141906106,761163,0.0105102323680999,"CT"
"Marathi","Not well","Senior","Maryland",80,105170,0.0760673195778264,1126130,0.00710397556232407,"MD"
"Muskogean languages","Very well","Adult","Arkansas",80,12607,0.634568097088919,218164,0.0366696613556774,"AR"
"Navajo","Well","Adult","Virginia",80,160697,0.0497831322302221,1333933,0.00599730271310478,"VA"
"Nepali","Very well","Senior","Colorado",80,203423,0.0393269197681678,879388,0.00909723580490068,"CO"
"Nepali","Very well","Youth","Oregon",80,203423,0.0393269197681678,616044,0.0129860854094837,"OR"
"Other Afro-Asiatic languages","Not at all","Adult","Iowa",80,39649,0.201770536457414,255627,0.0312955986652427,"IA"
"Other and unspecified languages","Not well","Senior","California",80,44134,0.181266144015951,16380757,0.000488377918065691,"CA"
"Other Bantu languages","Very well","Adult","Vermont",80,71101,0.112515998368518,35986,0.222308675596065,"VT"
"Other Indo-European languages","Very well","Senior","Nevada",80,23566,0.339472120852075,866221,0.00923551841850983,"NV"
"Other Indo-Iranian languages","Well","Youth","New York",80,30103,0.26575424376308,5795855,0.00138029678106164,"NY"
"Other Mande languages","Very well","Adult","Illinois",80,20233,0.395393663816537,2824136,0.00283272476962866,"IL"
"Other Native North American languages","Very well","Senior","Oregon",80,56500,0.141592920353982,616044,0.0129860854094837,"OR"
"Other Native North American languages","Well","Senior","Idaho",80,56500,0.141592920353982,183236,0.043659542884586,"ID"
"Other Niger-Congo languages","Not well","Adult","New Jersey",80,40310,0.198461920119077,2786732,0.00287074609255572,"NJ"
"Pakistan N.E.C.","Well","Adult","Massachusetts",80,12052,0.663790242283438,1616535,0.00494885665945989,"MA"
"Pennsylvania German","Well","Senior","Kansas",80,191356,0.0418068939568135,323775,0.0247085167168558,"KS"
"Polish","Not well","Adult","Maryland",80,526389,0.015197885974061,1126130,0.00710397556232407,"MD"
"Polish","Not well","Senior","Georgia",80,526389,0.015197885974061,1423123,0.00562143960852295,"GA"
"Portuguese","Very well","Youth","District of Columbia",80,855113,0.00935548868979889,108779,0.0735436067623346,"DC"
"Portuguese","Well","Youth","Georgia",80,855113,0.00935548868979889,1423123,0.00562143960852295,"GA"
"Punjabi","Not at all","Adult","Massachusetts",80,318233,0.0251388133851612,1616535,0.00494885665945989,"MA"
"Russian","Not well","Adult","Utah",80,988947,0.00808941227386301,458522,0.0174473634852853,"UT"
"Russian","Not well","Senior","Nebraska",80,988947,0.00808941227386301,219892,0.0363814963709457,"NE"
"Russian","Very well","Youth","District of Columbia",80,988947,0.00808941227386301,108779,0.0735436067623346,"DC"
"Samoan","Very well","Senior","Arizona",80,54188,0.147634162545213,1786775,0.0044773404597669,"AZ"
"Serbocroatian","Very well","Senior","Michigan",80,19103,0.418782390200492,945842,0.00845807227845666,"MI"
"Somali","Not well","Adult","Arizona",80,158812,0.0503740271516006,1786775,0.0044773404597669,"AZ"
"Spanish","Well","Senior","Maine",80,41244779,0.000193963943896996,75414,0.106081099000186,"ME"
"Tagalog","Not well","Adult","Idaho",80,1318650,0.00606681075342206,183236,0.043659542884586,"ID"
"Tamil","Well","Youth","Massachusetts",80,305433,0.0261923236847361,1616535,0.00494885665945989,"MA"
"Thai","Not at all","Adult","Illinois",80,169697,0.0471428487244913,2824136,0.00283272476962866,"IL"
"Thai","Very well","Senior","Colorado",80,169697,0.0471428487244913,879388,0.00909723580490068,"CO"
"Thai","Very well","Senior","Connecticut",80,169697,0.0471428487244913,761163,0.0105102323680999,"CT"
"Tigrinya","Not well","Youth","Minnesota",80,58424,0.136930028755306,639463,0.0125104970889637,"MN"
"Turkish","Very well","Youth","Nebraska",80,153435,0.0521393423925441,219892,0.0363814963709457,"NE"
"Turkish","Well","Adult","Delaware",80,153435,0.0521393423925441,129602,0.0617274424777395,"DE"
"Turkish","Well","Senior","Arizona",80,153435,0.0521393423925441,1786775,0.0044773404597669,"AZ"
"Ukrainian","Not at all","Senior","Massachusetts",80,187180,0.0427396089325783,1616535,0.00494885665945989,"MA"
"Urdu","Not well","Youth","Nevada",80,514050,0.0155626884544305,866221,0.00923551841850983,"NV"
"Urdu","Well","Senior","Wisconsin",80,514050,0.0155626884544305,477942,0.0167384326968544,"WI"
"Vietnamese","Very well","Adult","South Dakota",80,1529274,0.00523124044481238,51593,0.155059794933421,"SD"
"Vietnamese","Well","Youth","New Hampshire",80,1529274,0.00523124044481238,103754,0.0771054609942749,"NH"
"Yoruba","Very well","Senior","Connecticut",80,164266,0.0487014963534755,761163,0.0105102323680999,"CT"
"Akan (incl. Twi)","Not well","Senior","Texas",79,139448,0.0566519419425162,9497841,0.000831767977585643,"TX"
"Albanian","Not at all","Senior","Ohio",79,170772,0.0462605110908111,822102,0.0096095131747642,"OH"
"Albanian","Very well","Youth","Vermont",79,170772,0.0462605110908111,35986,0.219529817151114,"VT"
"Amharic","Very well","Youth","Kentucky",79,219676,0.0359620532056301,247638,0.0319014044694271,"KY"
"Arabic","Not well","Youth","Arizona",79,1335142,0.00591697362527731,1786775,0.00442137370401981,"AZ"
"Bosnian","Not well","Senior","New Jersey",79,108100,0.0730804810360777,2786732,0.00283486176639878,"NJ"
"Bulgarian","Very well","Adult","New Hampshire",79,71278,0.110833637307444,103754,0.0761416427318465,"NH"
"Cantonese","Not at all","Senior","Michigan",79,543329,0.01453999326375,945842,0.00835234637497595,"MI"
"Cebuano","Very well","Youth","Missouri",79,54623,0.144627720923421,358897,0.0220118864186661,"MO"
"Cherokee","Very well","Adult","Arkansas",79,8968,0.880909901873327,218164,0.0362112905887314,"AR"
"Chin languages","Well","Adult","Oregon",79,32602,0.24231642230538,616044,0.0128237593418652,"OR"
"Chuukese","Very well","Adult","California",79,12886,0.613068446375912,16380757,0.00048227319408987,"CA"
"Czech","Well","Senior","Missouri",79,42561,0.185615939475106,358897,0.0220118864186661,"MO"
"Danish","Very well","Senior","Illinois",79,26221,0.301285229396285,2824136,0.0027973157100083,"IL"
"Dari","Very well","Youth","Arizona",79,36807,0.214633086097753,1786775,0.00442137370401981,"AZ"
"Edoid languages","Very well","Youth","Georgia",79,17431,0.45321553554013,1423123,0.00555117161341641,"GA"
"French","Well","Senior","Idaho",79,1199488,0.00658614342119304,183236,0.0431137985985287,"ID"
"French","Well","Senior","Nebraska",79,1199488,0.00658614342119304,219892,0.0359267276663089,"NE"
"French","Well","Senior","New Mexico",79,1199488,0.00658614342119304,657588,0.0120136012214335,"NM"
"Gbe languages","Very well","Adult","Tennessee",79,15030,0.525615435795077,480403,0.016444526782722,"TN"
"German","Well","Youth","Georgia",79,860426,0.00918149846703842,1423123,0.00555117161341641,"GA"
"Greek","Not well","Senior","New Hampshire",79,265528,0.0297520412159923,103754,0.0761416427318465,"NH"
"Greek","Very well","Senior","Iowa",79,265528,0.0297520412159923,255627,0.0309044036819272,"IA"
"Hawaiian","Very well","Adult","Kentucky",79,32669,0.241819461875172,247638,0.0319014044694271,"KY"
"Hebrew","Well","Adult","Iowa",79,224194,0.0352373390902522,255627,0.0309044036819272,"IA"
"Hebrew","Well","Senior","Georgia",79,224194,0.0352373390902522,1423123,0.00555117161341641,"GA"
"Hmong","Well","Adult","Nevada",79,237867,0.0332118368668205,866221,0.00912007443827845,"NV"
"Indonesian","Very well","Senior","Montana",79,75095,0.105200079898795,41732,0.189303172625324,"MT"
"Italian","Well","Adult","Delaware",79,548085,0.0144138226734904,129602,0.0609558494467678,"DE"
"Japanese","Not well","Adult","Kansas",79,459627,0.0171878501480548,323775,0.0243996602578951,"KS"
"Kannada","Very well","Youth","Minnesota",79,77075,0.102497567304573,639463,0.0123541158753517,"MN"
"Khmer","Very well","Senior","Maine",79,200238,0.0394530508694653,75414,0.104755085262683,"ME"
"Korean","Not well","Youth","Missouri",79,1090236,0.00724613753352485,358897,0.0220118864186661,"MO"
"Latvian","Very well","Adult","Missouri",79,12410,0.636583400483481,358897,0.0220118864186661,"MO"
"Lithuanian","Very well","Senior","Wisconsin",79,35602,0.221897646199652,477942,0.0165292022881437,"WI"
"Mandarin","Well","Senior","Kentucky",79,739644,0.010680814013228,247638,0.0319014044694271,"KY"
"Manding languages","Well","Adult","Arizona",79,27079,0.291738985930056,1786775,0.00442137370401981,"AZ"
"Marathi","Very well","Senior","Washington",79,105170,0.0751164780831036,1465617,0.00539022131975816,"WA"
"Mongolian","Very well","Adult","Maryland",79,16284,0.485138786538934,1126130,0.00701517586779501,"MD"
"Mongolian","Well","Adult","New York",79,16284,0.485138786538934,5795855,0.00136304307129837,"NY"
"Nepali","Not at all","Adult","Washington",79,203423,0.0388353332710657,1465617,0.00539022131975816,"WA"
"Nepali","Very well","Youth","Florida",79,203423,0.0388353332710657,6032018,0.00130967778942304,"FL"
"Nilo-Saharan languages","Well","Youth","New York",79,24220,0.32617671345995,5795855,0.00136304307129837,"NY"
"Norwegian","Very well","Youth","Michigan",79,27667,0.285538728449055,945842,0.00835234637497595,"MI"
"Oromo","Very well","Youth","Michigan",79,23193,0.340620014659596,945842,0.00835234637497595,"MI"
"Other Afro-Asiatic languages","Not well","Adult","Virginia",79,39649,0.199248404751696,1333933,0.00592233642919097,"VA"
"Other Central and South American languages","Very well","Adult","Louisiana",79,34080,0.231807511737089,332871,0.0237329175566511,"LA"
"Other Eastern Malayo-Polynesian languages","Well","Adult","Kansas",79,33427,0.236335896131869,323775,0.0243996602578951,"KS"
"Other English-based Creole languages","Very well","Senior","District of Columbia",79,54689,0.144453180712758,108779,0.0726243116778055,"DC"
"Other English-based Creole languages","Well","Adult","Tennessee",79,54689,0.144453180712758,480403,0.016444526782722,"TN"
"Other Indo-European languages","Very well","Adult","Vermont",79,23566,0.335228719341424,35986,0.219529817151114,"VT"
"Other languages of Africa","Very well","Senior","Florida",79,35867,0.220258176039256,6032018,0.00130967778942304,"FL"
"Other languages of Africa","Well","Youth","Michigan",79,35867,0.220258176039256,945842,0.00835234637497595,"MI"
"Other languages of Asia","Well","Adult","Rhode Island",79,52585,0.150232956166207,232745,0.0339427270188404,"RI"
"Other Mande languages","Very well","Adult","Utah",79,20233,0.390451243018831,458522,0.0172292714417193,"UT"
"Other Native North American languages","Very well","Youth","Michigan",79,56500,0.139823008849558,945842,0.00835234637497595,"MI"
"Other Niger-Congo languages","Not well","Youth","New Jersey",79,40310,0.195981146117589,2786732,0.00283486176639878,"NJ"
"Other Niger-Congo languages","Very well","Adult","Indiana",79,40310,0.195981146117589,569820,0.0138640272366712,"IN"
"Other Niger-Congo languages","Very well","Youth","Illinois",79,40310,0.195981146117589,2824136,0.0027973157100083,"IL"
"Pennsylvania German","Not well","Adult","Indiana",79,191356,0.0412843077823533,569820,0.0138640272366712,"IN"
"Pennsylvania German","Not well","Youth","Illinois",79,191356,0.0412843077823533,2824136,0.0027973157100083,"IL"
"Pennsylvania German","Well","Senior","Michigan",79,191356,0.0412843077823533,945842,0.00835234637497595,"MI"
"Polish","Very well","Youth","New Mexico",79,526389,0.0150079123993852,657588,0.0120136012214335,"NM"
"Portuguese","Very well","Senior","Iowa",79,855113,0.00923854508117641,255627,0.0309044036819272,"IA"
"Portuguese","Very well","Senior","New Mexico",79,855113,0.00923854508117641,657588,0.0120136012214335,"NM"
"Punjabi","Not at all","Adult","Arizona",79,318233,0.0248245782178467,1786775,0.00442137370401981,"AZ"
"Punjabi","Not well","Senior","Florida",79,318233,0.0248245782178467,6032018,0.00130967778942304,"FL"
"Punjabi","Well","Senior","Massachusetts",79,318233,0.0248245782178467,1616535,0.00488699595121665,"MA"
"Romanian","Well","Youth","Michigan",79,180373,0.0437981294317886,945842,0.00835234637497595,"MI"
"Samoan","Not well","Youth","Hawaii",79,54188,0.145788735513398,356079,0.0221860879186922,"HI"
