"household_language","speak_english","age_group","state","speakers","total_speakers_of_language_in_us","percentage_speakers_in_state","state_pop_of_non_english_households","percent_state_pop_speaking_language","state_abbreviation"
"Karen languages","Very well","Youth","Michigan",23,52217,0.0440469578872781,945842,0.00243169578005629,"MI"
"Khmer","Not at all","Adult","Alabama",23,200238,0.0114863312657937,249939,0.00920224534786488,"AL"
"Khmer","Not at all","Youth","Nevada",23,200238,0.0114863312657937,866221,0.00265521154532157,"NV"
"Khmer","Very well","Senior","Iowa",23,200238,0.0114863312657937,255627,0.00899748461625728,"IA"
"Khmer","Very well","Youth","Alabama",23,200238,0.0114863312657937,249939,0.00920224534786488,"AL"
"Khmer","Very well","Youth","New Jersey",23,200238,0.0114863312657937,2786732,0.000825339501609771,"NJ"
"Khmer","Well","Senior","Tennessee",23,200238,0.0114863312657937,480403,0.00478764703800767,"TN"
"Konkani","Very well","Youth","Pennsylvania",23,11620,0.197934595524957,1443616,0.00159322146609625,"PA"
"Konkani","Well","Senior","Massachusetts",23,11620,0.197934595524957,1616535,0.00142279628959472,"MA"
"Korean","Well","Senior","Mississippi",23,1090236,0.00210963497811483,109902,0.020927735619006,"MS"
"Kurdish","Not at all","Senior","Michigan",23,25270,0.0910170162247725,945842,0.00243169578005629,"MI"
"Kurdish","Not well","Youth","Texas",23,25270,0.0910170162247725,9497841,0.000242160297271769,"TX"
"Lao","Not well","Youth","Minnesota",23,133356,0.0172470679984403,639463,0.00359676791307707,"MN"
"Lao","Very well","Senior","Florida",23,133356,0.0172470679984403,6032018,0.000381298596920633,"FL"
"Lao","Well","Youth","Alabama",23,133356,0.0172470679984403,249939,0.00920224534786488,"AL"
"Latvian","Well","Adult","New Jersey",23,12410,0.185334407735697,2786732,0.000825339501609771,"NJ"
"Latvian","Well","Adult","Oregon",23,12410,0.185334407735697,616044,0.00373349955522657,"OR"
"Latvian","Well","Senior","Connecticut",23,12410,0.185334407735697,761163,0.00302169180582871,"CT"
"Lithuanian","Not well","Senior","California",23,35602,0.0646031121847087,16380757,0.000140408651443886,"CA"
"Lithuanian","Not well","Youth","California",23,35602,0.0646031121847087,16380757,0.000140408651443886,"CA"
"Macedonian","Well","Adult","Missouri",23,24282,0.0947203689976114,358897,0.00640852389404202,"MO"
"Malayalam","Not at all","Adult","Illinois",23,188702,0.0121885300632744,2824136,0.000814408371268239,"IL"
"Malayalam","Not at all","Adult","Michigan",23,188702,0.0121885300632744,945842,0.00243169578005629,"MI"
"Malayalam","Not at all","Senior","Virginia",23,188702,0.0121885300632744,1333933,0.00172422453001762,"VA"
"Malayalam","Very well","Youth","Vermont",23,188702,0.0121885300632744,35986,0.0639137442338687,"VT"
"Mandarin","Not well","Adult","West Virginia",23,739644,0.00310960407980055,41408,0.0555448222565688,"WV"
"Mandarin","Very well","Youth","Nebraska",23,739644,0.00310960407980055,219892,0.0104596802066469,"NE"
"Mandarin","Well","Youth","District of Columbia",23,739644,0.00310960407980055,108779,0.0211437869441712,"DC"
"Marathi","Very well","Senior","Minnesota",23,105170,0.0218693543786251,639463,0.00359676791307707,"MN"
"Marshallese","Not at all","Adult","Oregon",23,26215,0.0877360289910357,616044,0.00373349955522657,"OR"
"Marshallese","Not at all","Youth","Oregon",23,26215,0.0877360289910357,616044,0.00373349955522657,"OR"
"Min Nan Chinese","Not well","Senior","Missouri",23,77426,0.0297057835869088,358897,0.00640852389404202,"MO"
"Min Nan Chinese","Very well","Adult","North Dakota",23,77426,0.0297057835869088,46791,0.0491547519822188,"ND"
"Mongolian","Very well","Youth","Connecticut",23,16284,0.141242937853107,761163,0.00302169180582871,"CT"
"Muskogean languages","Not at all","Adult","Mississippi",23,12607,0.182438327913064,109902,0.020927735619006,"MS"
"Muskogean languages","Very well","Adult","New Jersey",23,12607,0.182438327913064,2786732,0.000825339501609771,"NJ"
"Muskogean languages","Very well","Senior","Michigan",23,12607,0.182438327913064,945842,0.00243169578005629,"MI"
"Navajo","Not at all","Adult","Utah",23,160697,0.0143126505161889,458522,0.00501611700201953,"UT"
"Nepali","Well","Youth","Arizona",23,203423,0.0113064894333482,1786775,0.00128723538218298,"AZ"
"Nepali","Well","Youth","Oregon",23,203423,0.0113064894333482,616044,0.00373349955522657,"OR"
"Nilo-Saharan languages","Well","Youth","Maryland",23,24220,0.0949628406275805,1126130,0.00204239297416817,"MD"
"Ojibwa","Well","Senior","New Jersey",23,16034,0.143445178994636,2786732,0.000825339501609771,"NJ"
"Ojibwa","Well","Senior","Pennsylvania",23,16034,0.143445178994636,1443616,0.00159322146609625,"PA"
"Other Afro-Asiatic languages","Not at all","Senior","New Jersey",23,39649,0.0580090292315065,2786732,0.000825339501609771,"NJ"
"Other Afro-Asiatic languages","Not well","Adult","Florida",23,39649,0.0580090292315065,6032018,0.000381298596920633,"FL"
"Other Afro-Asiatic languages","Not well","Senior","New York",23,39649,0.0580090292315065,5795855,0.000396835324555221,"NY"
"Other Afro-Asiatic languages","Not well","Youth","California",23,39649,0.0580090292315065,16380757,0.000140408651443886,"CA"
"Other Afro-Asiatic languages","Very well","Adult","Tennessee",23,39649,0.0580090292315065,480403,0.00478764703800767,"TN"
"Other Afro-Asiatic languages","Very well","Senior","Maryland",23,39649,0.0580090292315065,1126130,0.00204239297416817,"MD"
"Other Afro-Asiatic languages","Well","Adult","Alabama",23,39649,0.0580090292315065,249939,0.00920224534786488,"AL"
"Other Afro-Asiatic languages","Well","Adult","Oklahoma",23,39649,0.0580090292315065,389516,0.00590476386079134,"OK"
"Other and unspecified languages","Well","Adult","Delaware",23,44134,0.052114016404586,129602,0.0177466397123501,"DE"
"Other and unspecified languages","Well","Adult","Hawaii",23,44134,0.052114016404586,356079,0.00645924078645469,"HI"
"Other and unspecified languages","Well","Adult","Tennessee",23,44134,0.052114016404586,480403,0.00478764703800767,"TN"
"Other and unspecified languages","Well","Senior","Florida",23,44134,0.052114016404586,6032018,0.000381298596920633,"FL"
"Other Bantu languages","Not at all","Senior","Arizona",23,71101,0.0323483495309489,1786775,0.00128723538218298,"AZ"
"Other Bantu languages","Not well","Adult","Alabama",23,71101,0.0323483495309489,249939,0.00920224534786488,"AL"
"Other Bantu languages","Not well","Adult","Minnesota",23,71101,0.0323483495309489,639463,0.00359676791307707,"MN"
"Other Bantu languages","Very well","Senior","Indiana",23,71101,0.0323483495309489,569820,0.00403636236004352,"IN"
"Other Central and South American languages","Not at all","Adult","Massachusetts",23,34080,0.0674882629107981,1616535,0.00142279628959472,"MA"
"Other Central and South American languages","Not at all","Adult","New Mexico",23,34080,0.0674882629107981,657588,0.00349763073535405,"NM"
"Other Central and South American languages","Very well","Adult","Alabama",23,34080,0.0674882629107981,249939,0.00920224534786488,"AL"
"Other Eastern Malayo-Polynesian languages","Not well","Senior","Arizona",23,33427,0.0688066533042151,1786775,0.00128723538218298,"AZ"
"Other Eastern Malayo-Polynesian languages","Very well","Adult","Arkansas",23,33427,0.0688066533042151,218164,0.0105425276397572,"AR"
"Other English-based Creole languages","Well","Senior","Kentucky",23,54689,0.0420559893214358,247638,0.00928775066831423,"KY"
"Other Indo-European languages","Not well","Adult","Tennessee",23,23566,0.0975982347449716,480403,0.00478764703800767,"TN"
"Other Indo-European languages","Not well","Senior","New Hampshire",23,23566,0.0975982347449716,103754,0.022167820035854,"NH"
"Other Indo-European languages","Very well","Adult","New Hampshire",23,23566,0.0975982347449716,103754,0.022167820035854,"NH"
"Other Indo-European languages","Well","Adult","Maryland",23,23566,0.0975982347449716,1126130,0.00204239297416817,"MD"
"Other Indo-Iranian languages","Very well","Adult","West Virginia",23,30103,0.0764043450818855,41408,0.0555448222565688,"WV"
"Other Indo-Iranian languages","Very well","Senior","Arizona",23,30103,0.0764043450818855,1786775,0.00128723538218298,"AZ"
"Other languages of Africa","Very well","Adult","West Virginia",23,35867,0.0641257980873784,41408,0.0555448222565688,"WV"
"Other languages of Africa","Well","Adult","Massachusetts",23,35867,0.0641257980873784,1616535,0.00142279628959472,"MA"
"Other Mande languages","Well","Adult","Indiana",23,20233,0.113675678347254,569820,0.00403636236004352,"IN"
"Other Native North American languages","Not well","Adult","Virginia",23,56500,0.0407079646017699,1333933,0.00172422453001762,"VA"
"Other Native North American languages","Very well","Senior","Kansas",23,56500,0.0407079646017699,323775,0.00710369855609605,"KS"
"Other Philippine languages","Very well","Adult","Kansas",23,17934,0.128248020519683,323775,0.00710369855609605,"KS"
"Other Philippine languages","Very well","Senior","Florida",23,17934,0.128248020519683,6032018,0.000381298596920633,"FL"
"Pashto","Not well","Senior","Washington",23,47373,0.0485508623055327,1465617,0.00156930494119541,"WA"
"Pashto","Very well","Senior","Arizona",23,47373,0.0485508623055327,1786775,0.00128723538218298,"AZ"
"Pennsylvania German","Not at all","Adult","Pennsylvania",23,191356,0.0120194820125839,1443616,0.00159322146609625,"PA"
"Pennsylvania German","Very well","Senior","Montana",23,191356,0.0120194820125839,41732,0.0551135819035752,"MT"
"Polish","Not at all","Senior","Washington",23,526389,0.00436939221754254,1465617,0.00156930494119541,"WA"
"Polish","Well","Adult","Kansas",23,526389,0.00436939221754254,323775,0.00710369855609605,"KS"
"Polish","Well","Adult","Montana",23,526389,0.00436939221754254,41732,0.0551135819035752,"MT"
"Portuguese","Not at all","Adult","Virginia",23,855113,0.00268970299831718,1333933,0.00172422453001762,"VA"
"Portuguese","Not at all","Senior","Nevada",23,855113,0.00268970299831718,866221,0.00265521154532157,"NV"
"Portuguese","Not at all","Youth","Alabama",23,855113,0.00268970299831718,249939,0.00920224534786488,"AL"
"Portuguese","Not well","Adult","North Dakota",23,855113,0.00268970299831718,46791,0.0491547519822188,"ND"
"Portuguese","Not well","Senior","Hawaii",23,855113,0.00268970299831718,356079,0.00645924078645469,"HI"
"Portuguese","Not well","Senior","Vermont",23,855113,0.00268970299831718,35986,0.0639137442338687,"VT"
"Punjabi","Well","Senior","Colorado",23,318233,0.00722740884823384,879388,0.00261545529390895,"CO"
"Romanian","Not at all","Adult","Louisiana",23,180373,0.0127513541383688,332871,0.00690958359244272,"LA"
"Romanian","Well","Adult","Iowa",23,180373,0.0127513541383688,255627,0.00899748461625728,"IA"
"Romanian","Well","Senior","District of Columbia",23,180373,0.0127513541383688,108779,0.0211437869441712,"DC"
"Russian","Not at all","Adult","Oklahoma",23,988947,0.00232570602873561,389516,0.00590476386079134,"OK"
"Samoan","Very well","Adult","Rhode Island",23,54188,0.0424448217317487,232745,0.00988205976497884,"RI"
"Samoan","Well","Adult","Indiana",23,54188,0.0424448217317487,569820,0.00403636236004352,"IN"
"Samoan","Well","Senior","Indiana",23,54188,0.0424448217317487,569820,0.00403636236004352,"IN"
"Serbian","Very well","Adult","Mississippi",23,82594,0.0278470591084098,109902,0.020927735619006,"MS"
"Serbian","Very well","Senior","Arkansas",23,82594,0.0278470591084098,218164,0.0105425276397572,"AR"
"Serbocroatian","Very well","Youth","Nebraska",23,19103,0.120399937182641,219892,0.0104596802066469,"NE"
"Serbocroatian","Well","Senior","Vermont",23,19103,0.120399937182641,35986,0.0639137442338687,"VT"
"Shona","Well","Adult","Virginia",23,11859,0.193945526604267,1333933,0.00172422453001762,"VA"
"Sinhala","Not at all","Senior","Washington",23,32202,0.0714241351468853,1465617,0.00156930494119541,"WA"
"Sinhala","Not well","Adult","Connecticut",23,32202,0.0714241351468853,761163,0.00302169180582871,"CT"
"Sinhala","Not well","Adult","North Carolina",23,32202,0.0714241351468853,1177461,0.0019533555676154,"NC"
"Slovak","Very well","Adult","Montana",23,21707,0.105956603860506,41732,0.0551135819035752,"MT"
"Slovak","Very well","Adult","Oregon",23,21707,0.105956603860506,616044,0.00373349955522657,"OR"
"Slovak","Well","Adult","Mississippi",23,21707,0.105956603860506,109902,0.020927735619006,"MS"
"Swahili","Not well","Senior","Maryland",23,151443,0.0151872321599546,1126130,0.00204239297416817,"MD"
"Swahili","Not well","Senior","Oregon",23,151443,0.0151872321599546,616044,0.00373349955522657,"OR"
"Swahili","Well","Senior","Georgia",23,151443,0.0151872321599546,1423123,0.00161616388745035,"GA"
"Swedish","Very well","Senior","Idaho",23,53589,0.0429192558174252,183236,0.0125521185793185,"ID"
"Swedish","Very well","Senior","Montana",23,53589,0.0429192558174252,41732,0.0551135819035752,"MT"
"Swiss German","Very well","Adult","Delaware",23,18208,0.126318101933216,129602,0.0177466397123501,"DE"
"Swiss German","Very well","Senior","North Carolina",23,18208,0.126318101933216,1177461,0.0019533555676154,"NC"
"Swiss German","Very well","Youth","North Carolina",23,18208,0.126318101933216,1177461,0.0019533555676154,"NC"
"Swiss German","Very well","Youth","Ohio",23,18208,0.126318101933216,822102,0.00279770636733641,"OH"
"Swiss German","Well","Youth","Florida",23,18208,0.126318101933216,6032018,0.000381298596920633,"FL"
"Tagalog","Not at all","Senior","Ohio",23,1318650,0.00174420809160884,822102,0.00279770636733641,"OH"
"Tamil","Not well","Adult","Alabama",23,305433,0.00753029305936163,249939,0.00920224534786488,"AL"
"Tamil","Not well","Youth","Nevada",23,305433,0.00753029305936163,866221,0.00265521154532157,"NV"
"Tamil","Well","Senior","Utah",23,305433,0.00753029305936163,458522,0.00501611700201953,"UT"
"Tamil","Well","Youth","Hawaii",23,305433,0.00753029305936163,356079,0.00645924078645469,"HI"
"Telugu","Not at all","Adult","Oregon",23,434786,0.00528995873832184,616044,0.00373349955522657,"OR"
"Telugu","Not well","Senior","Missouri",23,434786,0.00528995873832184,358897,0.00640852389404202,"MO"
"Telugu","Well","Senior","Tennessee",23,434786,0.00528995873832184,480403,0.00478764703800767,"TN"
"Thai","Not well","Youth","Colorado",23,169697,0.0135535690082912,879388,0.00261545529390895,"CO"
"Thai","Not well","Youth","Iowa",23,169697,0.0135535690082912,255627,0.00899748461625728,"IA"
"Tibetan","Very well","Senior","Minnesota",23,19488,0.118021346469622,639463,0.00359676791307707,"MN"
"Tibetan","Well","Youth","Minnesota",23,19488,0.118021346469622,639463,0.00359676791307707,"MN"
"Tigrinya","Well","Youth","New York",23,58424,0.0393673832671505,5795855,0.000396835324555221,"NY"
"Tongan","Well","Adult","District of Columbia",23,26483,0.0868481667484802,108779,0.0211437869441712,"DC"
"Tongan","Well","Adult","Pennsylvania",23,26483,0.0868481667484802,1443616,0.00159322146609625,"PA"
"Turkish","Not at all","Adult","Arizona",23,153435,0.0149900609378564,1786775,0.00128723538218298,"AZ"
"Turkish","Not at all","Adult","Rhode Island",23,153435,0.0149900609378564,232745,0.00988205976497884,"RI"
"Turkish","Not well","Adult","South Carolina",23,153435,0.0149900609378564,359029,0.0064061677468951,"SC"
"Turkish","Well","Adult","Alaska",23,153435,0.0149900609378564,108764,0.021146702953183,"AK"
"Urdu","Not well","Adult","Indiana",23,514050,0.00447427293064877,569820,0.00403636236004352,"IN"
"Vietnamese","Not at all","Youth","Oklahoma",23,1529274,0.00150398162788356,389516,0.00590476386079134,"OK"
"Vietnamese","Well","Youth","North Dakota",23,1529274,0.00150398162788356,46791,0.0491547519822188,"ND"
"Vietnamese","Well","Youth","Wyoming",23,1529274,0.00150398162788356,35742,0.0643500643500644,"WY"
"Yoruba","Not well","Senior","Virginia",23,164266,0.0140016802016242,1333933,0.00172422453001762,"VA"
"Afrikaans","Not well","Youth","Tennessee",22,32386,0.0679305872908047,480403,0.00457948847113777,"TN"
"Afrikaans","Very well","Senior","Montana",22,32386,0.0679305872908047,41732,0.0527173392121154,"MT"
"Akan (incl. Twi)","Very well","Senior","Rhode Island",22,139448,0.015776490161207,232745,0.00945240499258846,"RI"
"Akan (incl. Twi)","Very well","Senior","Washington",22,139448,0.015776490161207,1465617,0.00150107429157822,"WA"
"Akan (incl. Twi)","Well","Adult","Kentucky",22,139448,0.015776490161207,247638,0.00888393542186579,"KY"
"Albanian","Not well","Youth","Oklahoma",22,170772,0.0128826739746563,389516,0.00564803499727867,"OK"
"Albanian","Well","Adult","District of Columbia",22,170772,0.0128826739746563,108779,0.020224491859642,"DC"
"Amharic","Not well","Adult","Florida",22,219676,0.0100147489939729,6032018,0.000364720397054518,"FL"
"Amharic","Well","Youth","North Carolina",22,219676,0.0100147489939729,1177461,0.0018684270646756,"NC"
"Apache languages","Very well","Adult","Florida",22,13217,0.166452296285087,6032018,0.000364720397054518,"FL"
"Arabic","Not at all","Senior","Nebraska",22,1335142,0.00164776480703925,219892,0.0100049115020101,"NE"
"Armenian","Not well","Senior","Virginia",22,243078,0.00905059281382931,1333933,0.00164925824610381,"VA"
"Armenian","Well","Senior","West Virginia",22,243078,0.00905059281382931,41408,0.053129829984544,"WV"
"Assyrian Neo-Aramaic","Very well","Youth","New Jersey",22,38396,0.0572976351703302,2786732,0.000789455175452824,"NJ"
"Assyrian Neo-Aramaic","Well","Adult","Indiana",22,38396,0.0572976351703302,569820,0.00386086834438946,"IN"
